verdict	suspect	suspect_count	candidate	candidate_count	freq_ratio	candidate_in_lexicon	confidence
neither-known	ΑΠΟΘΑΝΕ	1	ΑΠΕΘΑΝΕ	19	19.0	False	medium
neither-known	ΜΠΟΛΚΑ	1	ΜΠΕΛΚΑ	19	19.0	False	medium
neither-known	ΕΡΑΣΙΔΟΥ	1	ΒΡΑΣΙΔΟΥ	19	19.0	False	medium
neither-known	ΣΚΡΟΥΜΠΟΛΛΟΥ	1	ΣΚΡΟΥΜΠΕΛΛΟΥ	19	19.0	False	medium
neither-known	ΔΟΓΚΑΝΙΚΟΣ	1	ΛΟΓΚΑΝΙΚΟΣ	18	18.0	False	medium
neither-known	ΣΙΟΥΡΔΑΣ	1	ΣΓΟΥΡΔΑΣ	18	18.0	False	medium
neither-known	ΛΟΓΙΑΝΙΚΟΥ	2	ΛΟΓΓΑΝΙΚΟΥ	35	17.5	False	medium
neither-known	ΠΑΝΤΑΞΕΛΟΣ	4	ΠΑΝΤΑΖΕΛΟΣ	65	16.2	False	medium
neither-known	ΠΑΡΑΒΑΔΟΣ	1	ΠΑΡΑΒΑΛΟΣ	15	15.0	False	medium
neither-known	ΧΑΡΙΣΙΟ	1	ΧΑΡΙΣΤΟ	15	15.0	False	medium
neither-known	ΒΡΑΙΣΙΝΗΣ	1	ΒΡΑΤΣΙΝΗΣ	15	15.0	False	medium
neither-known	ΡΑΣΠΙΑΣ	2	ΡΑΣΤΙΑΣ	29	14.5	False	medium
neither-known	ΡΟΜΑΤΟΣ	1	ΓΟΜΑΤΟΣ	13	13.0	False	medium
neither-known	ΛΟΓΙΑΝΙΚΟΣ	2	ΛΟΓΓΑΝΙΚΟΣ	24	12.0	False	medium
neither-known	ΜΠΙΡΜΠΙΔΗΣ	1	ΜΠΙΡΜΠΙΛΗΣ	12	12.0	False	medium
neither-known	ΝΤΙΜΑ	1	ΝΤΙΝΑ	12	12.0	False	medium
neither-known	ΒΑΣΙΑ	1	ΒΑΣΙΛ	11	11.0	False	medium
neither-known	ΠΙΑΝΑΡΗ	1	ΓΙΑΝΑΡΗ	11	11.0	False	medium
neither-known	ΠΑΝΤΟΛ	1	ΠΑΝΤΕΛ	11	11.0	False	medium
neither-known	ΒΕΡΤΑΔΕΙΚΑ	1	ΒΕΡΓΑΔΕΙΚΑ	11	11.0	False	medium
neither-known	ΜΑΝΙΣΤΩΤΗΣ	1	ΜΑΝΙΣΙΩΤΗΣ	11	11.0	False	medium
neither-known	ΣΟΧΛΑ	1	ΣΟΥΛΑ	10	10.0	False	medium
neither-known	ΤΕΟΥΜΑΝΑΣ	1	ΤΣΟΥΜΑΝΑΣ	10	10.0	False	medium
neither-known	ΜΠΟΛΚΑΣ	4	ΜΠΕΛΚΑΣ	39	9.8	False	medium
neither-known	ΜΠΕΛΙΑ	2	ΜΠΕΛΚΑ	19	9.5	False	medium
neither-known	ΣΤΟΥΡΔΑΣ	2	ΣΓΟΥΡΔΑΣ	18	9.0	False	medium
neither-known	ΛΟΓΙΑΝΙΚΟΣ	2	ΛΟΓΚΑΝΙΚΟΣ	18	9.0	False	medium
neither-known	ΛΟΓΧΑΝΙΚΟΥ	1	ΛΟΓΚΑΝΙΚΟΥ	9	9.0	False	medium
neither-known	ΑΥΚΟΥΡΕΣΗΣ	1	ΛΥΚΟΥΡΕΣΗΣ	9	9.0	False	medium
neither-known	ΠΑΝΤΑΞΟΠΟΥΛΟΣ	1	ΠΑΝΤΑΖΟΠΟΥΛΟΣ	9	9.0	False	medium
neither-known	ΠΑΠΑΘΑΝΑΣΟΠΟΥΛΕ	1	ΠΑΠΑΘΑΝΑΣΟΠΟΥΛΟ	9	9.0	False	medium
neither-known	ΑΟΓΓΑΝΙΚΟΣ	3	ΛΟΓΓΑΝΙΚΟΣ	24	8.0	False	medium
neither-known	ΚΕΛΙΩΤΗΣ	2	ΧΕΛΙΩΤΗΣ	16	8.0	False	medium
neither-known	ΚΑΘΕΝΤΖΗΣ	1	ΚΑΦΕΝΤΖΗΣ	8	8.0	False	medium
neither-known	ΑΓΟΡΑΝΗ	1	ΑΓΕΡΑΝΗ	8	8.0	False	medium
neither-known	ΠΕΤΟΥΛΑ	1	ΠΟΤΟΥΛΑ	8	8.0	False	medium
neither-known	ΦΟΥΝΤΕΙΧΑ	1	ΦΟΥΝΤΕΙΚΑ	8	8.0	False	medium
neither-known	ΚΑΡΑΛΟΜΑ	1	ΚΑΡΑΛΕΜΑ	8	8.0	False	medium
neither-known	ΚΑΡΑΛΕΝΑ	1	ΚΑΡΑΛΕΜΑ	8	8.0	False	medium
neither-known	ΠΑΤΡΟΝΙΚΕΛΑ	1	ΠΑΤΡΟΝΙΚΟΛΑ	8	8.0	False	medium
neither-known	ΚΟΤΣΟΘΟΛΟΣ	1	ΚΟΤΣΟΒΟΛΟΣ	8	8.0	False	medium
neither-known	ΡΟΜΑΤΟΥ	1	ΓΟΜΑΤΟΥ	8	8.0	False	medium
neither-known	ΚΟΘΙΑΣ	1	ΚΟΦΙΑΣ	8	8.0	False	medium
neither-known	ΠΕΡΙΛΗΣ	1	ΠΕΡΙΔΗΣ	8	8.0	False	medium
neither-known	ΒΑΣΙΑ	1	ΡΑΣΙΑ	8	8.0	False	medium
neither-known	ΠΑΠΑΘΕΟΦΙΔΟΠΟΥΛΟΣ	1	ΠΑΠΑΘΕΟΦΙΛΟΠΟΥΛΟΣ	8	8.0	False	medium
neither-known	ΘΕΟΦΙΛΕΠΟΥΛΟΥ	1	ΘΕΟΦΙΛΟΠΟΥΛΟΥ	8	8.0	False	medium
neither-known	ΛΟΓΙΑΝΙΚΟ	3	ΛΟΓΓΑΝΙΚΟ	21	7.0	False	medium
neither-known	ΛΕΓΚΑΝΙΚΟ	2	ΛΟΓΚΑΝΙΚΟ	14	7.0	False	medium
neither-known	ΠΑΡΑΣΧΕΠΟΥΛΟΣ	1	ΠΑΡΑΣΧΟΠΟΥΛΟΣ	7	7.0	False	medium
neither-known	ΑΛΕΥΣΗΣ	1	ΑΛΟΥΣΗΣ	7	7.0	False	medium
neither-known	ΡΑΖΙΑΣ	1	ΡΑΣΙΑΣ	7	7.0	False	medium
neither-known	ΚΟΤΣΗΣ	1	ΚΟΡΣΗΣ	7	7.0	False	medium
neither-known	ΜΠΕΛΑΝΝΗ	1	ΜΠΟΛΑΝΝΗ	7	7.0	False	medium
neither-known	ΒΕΡΙΛΑ	1	ΒΟΡΙΛΑ	7	7.0	False	medium
neither-known	ΠΕΛΛΟ	1	ΠΟΛΛΟ	7	7.0	False	medium
neither-known	ΣΚΡΟΥΜΤΕΛΛΟΣ	1	ΣΚΡΟΥΜΠΕΛΛΟΣ	7	7.0	False	medium
neither-known	ΑΛΟΥΤΗ	5	ΑΛΟΥΠΗ	30	6.0	False	medium
neither-known	ΚΑΡΑΛΟΜΑΣ	3	ΚΑΡΑΛΕΜΑΣ	18	6.0	False	medium
neither-known	ΚΙΟΥΜΟΥΡΤΣΑΚΗ	1	ΚΙΟΥΜΟΥΡΤΖΑΚΗ	6	6.0	False	medium
neither-known	ΜΕΡΡΗ	1	ΜΟΡΡΗ	6	6.0	False	medium
neither-known	ΠΑΠΑΘΕΟΦΙΔΟΠΟΥΛΟΥ	1	ΠΑΠΑΘΕΟΦΙΛΟΠΟΥΛΟΥ	6	6.0	False	medium
neither-known	ΓΑΠΗΤΕ	1	ΓΑΠΗΤΟ	6	6.0	False	medium
neither-known	ΕΛΑΧΙΩΤΗ	1	ΒΛΑΧΙΩΤΗ	6	6.0	False	medium
neither-known	ΕΚΕΔΟΥΘΗ	1	ΕΚΕΔΕΥΘΗ	6	6.0	False	medium
neither-known	ΒΟΝΙΟΠΟΥΛΟΥ	1	ΒΕΝΙΟΠΟΥΛΟΥ	6	6.0	False	medium
neither-known	ΚΕΤΡΩΝΙΑ	1	ΚΟΤΡΩΝΙΑ	6	6.0	False	medium
neither-known	ΒΑΡΦΥΤΣΟΥ	1	ΒΑΡΟΥΤΣΟΥ	6	6.0	False	medium
neither-known	ΠΑΠΡΟΝΙΚΟΛΑΣ	3	ΠΑΤΡΟΝΙΚΟΛΑΣ	17	5.7	False	medium
neither-known	ΥΓΕΙΟΥ	2	ΥΓΕΤΟΥ	10	5.0	False	medium
neither-known	ΡΑΣΠΙΑ	2	ΡΑΣΤΙΑ	10	5.0	False	medium
neither-known	ΟΔΟΥΚΑ	1	ΟΔΟΥΧΑ	5	5.0	False	medium
neither-known	ΛΑΚΟΥΡΤΟΥ	1	ΛΑΚΟΥΡΓΟΥ	5	5.0	False	medium
neither-known	ΚΑΡΑΛΑ	1	ΚΑΡΑΔΑ	5	5.0	False	medium
neither-known	ΣΠΑΡΑΓΤΗΣ	1	ΣΠΑΡΑΓΓΗΣ	5	5.0	False	medium
neither-known	ΞΙΑΡΧΟΣ	1	ΣΙΑΡΧΟΣ	5	5.0	False	medium
neither-known	ΔΑΚΩΝΑΣ	1	ΛΑΚΩΝΑΣ	5	5.0	False	medium
neither-known	ΠΕΤΟΥΛΑΣ	1	ΠΟΤΟΥΛΑΣ	5	5.0	False	medium
neither-known	ΤΟΥΡΖ	1	ΤΟΥΡΣ	5	5.0	False	medium
neither-known	ΤΟΥΡΞ	1	ΤΟΥΡΣ	5	5.0	False	medium
neither-known	ΜΙΧΑΛΕΧΡΗΣ	1	ΜΙΧΑΛΟΧΡΗΣ	5	5.0	False	medium
neither-known	ΣΗΡΟΚΑΜΠΙΟΥ	1	ΞΗΡΟΚΑΜΠΙΟΥ	5	5.0	False	medium
neither-known	ΓΕΡΟΝ	1	ΓΕΓΟΝ	5	5.0	False	medium
neither-known	ΛΟΓΙΑΝΙΚΟ	3	ΛΟΓΚΑΝΙΚΟ	14	4.7	False	medium
neither-known	ΛΟΓΙΑΝΙΚΟΥ	2	ΛΟΓΚΑΝΙΚΟΥ	9	4.5	False	medium
neither-known	ΒΡΑΤΟΙΝΗ	3	ΒΡΑΤΣΙΝΗ	12	4.0	False	medium
neither-known	ΡΑΖΙΑ	2	ΡΑΣΙΑ	8	4.0	False	medium
neither-known	ΓΑΣΙΑ	2	ΡΑΣΙΑ	8	4.0	False	medium
neither-known	ΡΙΣΜΕΝΟΣ	1	ΡΙΣΜΕΝΕΣ	4	4.0	False	medium
neither-known	ΤΣΕΡΜΤΑΣ	1	ΤΣΕΡΜΠΑΣ	4	4.0	False	medium
neither-known	ΜΟΝΙΔΗΣ	1	ΜΕΝΙΔΗΣ	4	4.0	False	medium
neither-known	ΞΕΡΟΥΜΠΕΛΟΥ	1	ΣΕΡΟΥΜΠΕΛΟΥ	4	4.0	False	medium
neither-known	ΜΑΓΑΣΙΩΤΗΣ	1	ΜΑΓΑΖΙΩΤΗΣ	4	4.0	False	medium
neither-known	ΜΙΛΛΙΕΣ	1	ΜΙΛΛΙΕΞ	4	4.0	False	medium
neither-known	ΚΟΒΙΑΣ	1	ΚΟΡΙΑΣ	4	4.0	False	medium
neither-known	ΚΕΡΙΑΣ	1	ΚΟΡΙΑΣ	4	4.0	False	medium
neither-known	ΣΩΤΕΡΙΚΟ	1	ΞΩΤΕΡΙΚΟ	4	4.0	False	medium
neither-known	ΒΕΡΔΟΝΙΑΣ	1	ΒΟΡΔΟΝΙΑΣ	4	4.0	False	medium
neither-known	ΓΚΟΥΣΟΥΔΗΣ	1	ΓΚΟΥΣΟΥΛΗΣ	4	4.0	False	medium
neither-known	ΛΑΚΚΟΥΛΕΣ	1	ΛΑΚΚΟΥΔΕΣ	4	4.0	False	medium
neither-known	ΓΚΟΡΤΖΟΛΟΓΟΥ	1	ΓΚΟΡΤΣΟΛΟΓΟΥ	4	4.0	False	medium
neither-known	ΝΙΣΑΜΗΣ	1	ΝΙΖΑΜΗΣ	4	4.0	False	medium
neither-known	ΠΑΠΡΟΠΟΥΛΟΥ	1	ΠΑΤΡΟΠΟΥΛΟΥ	4	4.0	False	medium
neither-known	ΑΛΟΥΤΗΣ	1	ΑΛΕΥΤΗΣ	4	4.0	False	medium
neither-known	ΛΕΓΓΑΝΙΚΟ	6	ΛΟΓΓΑΝΙΚΟ	21	3.5	False	medium
neither-known	ΑΟΥΤΡΑΚΙΟΥ	2	ΛΟΥΤΡΑΚΙΟΥ	7	3.5	False	medium
neither-known	ΠΑΡΑΣΚΟΠΟΥΛΟΣ	2	ΠΑΡΑΣΧΟΠΟΥΛΟΣ	7	3.5	False	medium
neither-known	ΣΙΑΒΡΑ	2	ΖΙΑΒΡΑ	7	3.5	False	medium
neither-known	ΒΕΡΤΑΔΟΣ	5	ΒΕΡΓΑΔΟΣ	16	3.2	False	medium
neither-known	ΜΙΧΑΛΑΚΟΥ	1	ΜΙΧΑΛΑΧΟΥ	3	3.0	False	medium
neither-known	ΚΑΔΟΛΑΡΗ	1	ΚΑΔΕΛΑΡΗ	3	3.0	False	medium
neither-known	ΑΟΓΙΑΝΙΚΟΣ	1	ΑΟΓΓΑΝΙΚΟΣ	3	3.0	False	medium
neither-known	ΦΗΜΕΡΙΔΕΣ	1	ΦΗΜΕΡΙΔΟΣ	3	3.0	False	medium
neither-known	ΝΙΚΟΔΟΠΟΥΛΟΣ	1	ΝΙΚΟΛΟΠΟΥΛΟΣ	3	3.0	False	medium
neither-known	ΣΕΝΙΑ	1	ΣΟΝΙΑ	3	3.0	False	medium
neither-known	ΠΑΓΚΟΠΟΥΛΟΣ	1	ΠΑΙΚΟΠΟΥΛΟΣ	3	3.0	False	medium
neither-known	ΠΑΡΑΣΚΗΣ	1	ΠΑΡΑΣΧΗΣ	3	3.0	False	medium
neither-known	ΔΕΔΟΥΡΗ	1	ΔΕΔΟΥΤΗ	3	3.0	False	medium
neither-known	ΠΑΛΙΚΑ	1	ΤΑΛΙΚΑ	3	3.0	False	medium
neither-known	ΕΝΓΕΙ	1	ΕΥΓΕΙ	3	3.0	False	medium
neither-known	ΕΥΡΕΙ	1	ΕΥΓΕΙ	3	3.0	False	medium
neither-known	ΣΤΑΡΑΓΗΣ	1	ΣΠΑΡΑΓΗΣ	3	3.0	False	medium
neither-known	ΔΟΓΓΑΝΙΚΟΣ	1	ΑΟΓΓΑΝΙΚΟΣ	3	3.0	False	medium
one-known	ΠΡΟΣΦΟΡΑΝ	4	ΠΡΟΣΦΕΡΑΝ	11	2.8	True	medium
one-known	ΚΑΤΕΘΑΙΝΕΙ	2	ΚΑΤΕΒΑΙΝΕΙ	5	2.5	True	medium
one-known	ΠΛΑΤΑΝΕΣ	2	ΠΛΑΤΑΝΟΣ	5	2.5	True	medium
one-known	ΜΑΧΑΡΙΤΗ	2	ΜΑΚΑΡΙΤΗ	5	2.5	True	medium
one-known	ΔΑΚΩΝΙΚΑ	2	ΛΑΚΩΝΙΚΑ	4	2.0	True	medium
one-known	ΡΕΥΝΑ	2	ΡΕΥΜΑ	4	2.0	True	medium
one-known	ΠΑΡΔΙΚΗ	2	ΠΑΙΔΙΚΗ	4	2.0	True	medium
one-known	ΕΞΗΤΗΣΕ	2	ΕΞΗΓΗΣΕ	4	2.0	True	medium
one-known	ΦΩΜΑΣ	1	ΘΩΜΑΣ	2	2.0	True	medium
one-known	ΞΑΔΕΛΦΕΣ	1	ΞΑΔΕΛΦΟΣ	2	2.0	True	medium
one-known	ΕΥΓΕΙΑ	1	ΕΥΡΕΙΑ	2	2.0	True	medium
one-known	ΑΜΕΤΗ	1	ΑΝΕΤΗ	2	2.0	True	medium
one-known	ΕΜΙΛΗΣΕ	1	ΟΜΙΛΗΣΕ	2	2.0	True	medium
one-known	ΑΣΤΟΡΙΑ	1	ΑΣΤΕΡΙΑ	2	2.0	True	medium
one-known	ΟΜΙΛΕΣ	1	ΟΜΙΛΟΣ	2	2.0	True	medium
one-known	ΤΑΓΙΑ	1	ΤΑΠΙΑ	2	2.0	True	medium
one-known	ΤΕΡΟΥΣ	1	ΙΕΡΟΥΣ	2	2.0	True	medium
one-known	ΧΙΛΙΟΝ	1	ΧΙΛΤΟΝ	2	2.0	True	medium
one-known	ΔΡΑΖΕΙ	1	ΔΡΑΣΕΙ	2	2.0	True	medium
one-known	ΚΟΙΜΟ	1	ΚΟΡΜΟ	2	2.0	True	medium
one-known	ΕΞΕΝΥΧΙΣΤΙΚΑ	1	ΕΞΟΝΥΧΙΣΤΙΚΑ	2	2.0	True	medium
one-known	ΕΡΕΙΣ	1	ΒΡΕΙΣ	2	2.0	True	medium
one-known	ΘΑΛΟΥΜΕ	1	ΒΑΛΟΥΜΕ	2	2.0	True	medium
one-known	ΤΑΤΙΑ	1	ΤΑΠΙΑ	2	2.0	True	medium
one-known	ΔΟΓΑΡΙΑΣΜΩΝ	1	ΛΟΓΑΡΙΑΣΜΩΝ	2	2.0	True	medium
one-known	ΚΑΓΙΑ	1	ΚΑΤΙΑ	2	2.0	True	medium
one-known	ΕΛΙΓΟΤΕΡΟ	1	ΟΛΙΓΟΤΕΡΟ	2	2.0	True	medium
one-known	ΚΕΣΜΑΓΑΠΗΤΟΣ	1	ΚΟΣΜΑΓΑΠΗΤΟΣ	2	2.0	True	medium
one-known	ΔΗΜΟΤ	1	ΔΗΜΟΙ	2	2.0	True	medium
one-known	ΠΑΠΑΤΟΥ	1	ΠΑΠΑΓΟΥ	2	2.0	True	medium
one-known	ΕΦΤΑΞΑΝ	1	ΕΦΤΑΣΑΝ	2	2.0	True	medium
one-known	ΚΕΖΑΝΗ	1	ΚΟΖΑΝΗ	2	2.0	True	medium
one-known	ΚΑΛΕΓΗΡΟΣ	1	ΚΑΛΟΓΗΡΟΣ	2	2.0	True	medium
one-known	ΖΟΥΝΟ	1	ΖΟΥΝΕ	2	2.0	True	medium
one-known	ΘΩΝΗΣ	1	ΦΩΝΗΣ	2	2.0	True	medium
one-known	ΓΑΦΟΣ	1	ΤΑΦΟΣ	2	2.0	True	medium
one-known	ΜΕΡΙΣΤΟ	1	ΜΕΓΙΣΤΟ	2	2.0	True	medium
one-known	ΕΟΡΤΑΖΟΝΤΟΣ	1	ΕΟΡΤΑΖΟΝΤΕΣ	2	2.0	True	medium
one-known	ΚΑΝΤΖΗ	1	ΧΑΝΤΖΗ	2	2.0	True	medium
one-known	ΔΑΚΗΣ	1	ΛΑΚΗΣ	2	2.0	True	medium
one-known	ΝΙΧΑΛΗ	1	ΜΙΧΑΛΗ	2	2.0	True	medium
one-known	ΑΠΕΧΩΡΗΣΑΝ	1	ΑΝΕΧΩΡΗΣΑΝ	2	2.0	True	medium
one-known	ΒΑΝΟΝΤΩΝ	1	ΘΑΝΟΝΤΩΝ	2	2.0	True	medium
one-known	ΛΑΚΚΕΣ	1	ΛΑΙΚΕΣ	2	2.0	True	medium
one-known	ΑΞΕΚΑΣΤΕΣ	1	ΑΞΕΧΑΣΤΕΣ	2	2.0	True	medium
one-known	ΣΗΤΑΜΕ	1	ΖΗΤΑΜΕ	2	2.0	True	medium
one-known	ΧΙΑΤΟΝ	1	ΧΙΛΤΟΝ	2	2.0	True	medium
one-known	ΓΚΟΥΛΑ	1	ΓΙΟΥΛΑ	2	2.0	True	medium
one-known	ΤΡΑΓΜΑΤΩΝ	1	ΠΡΑΓΜΑΤΩΝ	2	2.0	True	medium
one-known	ΡΟΜΑΤΟΣ	1	ΡΕΜΑΤΟΣ	2	2.0	True	medium
one-known	ΠΗΓΑΝΙΑ	1	ΤΗΓΑΝΙΑ	2	2.0	True	medium
one-known	ΑΓΩΝΙΣΤΟΥΝΕ	1	ΑΓΩΝΙΣΤΟΥΜΕ	2	2.0	True	medium
one-known	ΤΣΑΝΝΕΤΑΚΗΣ	1	ΤΖΑΝΝΕΤΑΚΗΣ	2	2.0	True	medium
one-known	ΚΟΙΡΑ	1	ΚΟΙΤΑ	2	2.0	True	medium
one-known	ΔΟΔΙΑ	1	ΔΟΛΙΑ	2	2.0	True	medium
one-known	ΚΑΡΠΕΣ	1	ΚΑΡΠΟΣ	2	2.0	True	medium
one-known	ΣΤΑΔΡΑ	1	ΣΤΑΔΙΑ	2	2.0	True	medium
one-known	ΠΕΡΝΕΙ	1	ΓΕΡΝΕΙ	2	2.0	True	medium
one-known	ΑΛΩΘΗΤΗ	1	ΑΛΩΒΗΤΗ	2	2.0	True	medium
one-known	ΦΥΣΙΑ	1	ΟΥΣΙΑ	2	2.0	True	medium
one-known	ΚΑΡΙΚΛΕΙΑΣ	1	ΧΑΡΙΚΛΕΙΑΣ	2	2.0	True	medium
one-known	ΩΡΑΙΣΤΑΤΗΣ	1	ΩΡΑΙΟΤΑΤΗΣ	2	2.0	True	medium
one-known	ΚΟΝΙΚΗ	1	ΙΟΝΙΚΗ	2	2.0	True	medium
one-known	ΚΑΛΑΝΔΡΙ	3	ΧΑΛΑΝΔΡΙ	5	1.7	True	medium
one-known	ΣΙΩΤΗ	3	ΣΙΩΠΗ	5	1.7	True	medium
one-known	ΣΩΓΡΑΦΟ	2	ΖΩΓΡΑΦΟ	3	1.5	True	medium
one-known	ΚΑΠΙΑ	2	ΧΑΠΙΑ	3	1.5	True	medium
one-known	ΣΚΑΔΑ	5	ΣΚΑΛΑ	7	1.4	True	medium
one-known	ΛΕΓΟΣ	16	ΛΟΓΟΣ	21	1.3	True	medium
one-known	ΓΥΙΟΣ	5	ΓΥΡΟΣ	5	1.0	True	medium
one-known	ΚΑΡΑΛΑΜΠΗ	3	ΧΑΡΑΛΑΜΠΗ	3	1.0	True	medium
one-known	ΑΠΕΧΩΡΗΣΕ	3	ΑΠΟΧΩΡΗΣΕ	3	1.0	True	medium
one-known	ΚΕΡΜΙΑ	2	ΚΟΡΜΙΑ	2	1.0	True	medium
one-known	ΚΑΣΙΑΝΗ	2	ΚΑΣΤΑΝΗ	2	1.0	True	medium
one-known	ΚΑΤΟΙΚΙ	2	ΚΑΤΣΙΚΙ	2	1.0	True	medium
one-known	ΚΑΠΙΑ	2	ΚΑΤΙΑ	2	1.0	True	medium
one-known	ΕΦΗΜΕΙΟΥ	1	ΕΦΗΜΕΡΟΥ	1	1.0	True	medium
one-known	ΠΑΛΑΙΠΩΡΙΑ	1	ΤΑΛΑΙΠΩΡΙΑ	1	1.0	True	medium
one-known	ΣΥΜΠΑΘΕΙΟ	1	ΣΥΜΠΑΘΕΙΣ	1	1.0	True	medium
one-known	ΤΑΙΤΑ	1	ΤΑΚΤΑ	1	1.0	True	medium
one-known	ΑΓΡΕΣ	1	ΑΓΡΟΣ	1	1.0	True	medium
one-known	ΑΓΡΕΣ	1	ΑΙΡΕΣ	1	1.0	True	medium
one-known	ΕΦΤΑΞΕΣ	1	ΕΦΤΑΣΕΣ	1	1.0	True	medium
one-known	ΑΕΙΟΥ	1	ΑΕΤΟΥ	1	1.0	True	medium
one-known	ΣΠΑΡΙΑ	1	ΣΤΑΡΙΑ	1	1.0	True	medium
one-known	ΚΑΛΑΡΗΣ	1	ΧΑΛΑΡΗΣ	1	1.0	True	medium
one-known	ΠΙΕΡΟΥ	1	ΠΤΕΡΟΥ	1	1.0	True	medium
one-known	ΑΠΕΛΕΙΩΤΟ	1	ΑΤΕΛΕΙΩΤΟ	1	1.0	True	medium
one-known	ΕΡΓΑΣΜΟΣ	1	ΟΡΓΑΣΜΟΣ	1	1.0	True	medium
one-known	ΝΑΛΛΗΣ	1	ΠΑΛΛΗΣ	1	1.0	True	medium
one-known	ΚΑΡΑΛΑΜΠΟ	1	ΧΑΡΑΛΑΜΠΟ	1	1.0	True	medium
one-known	ΚΟΥΙΟΣ	1	ΚΟΥΤΟΣ	1	1.0	True	medium
one-known	ΤΕΚΟΣ	1	ΤΟΚΟΣ	1	1.0	True	medium
one-known	ΘΥΣΙΑΝ	1	ΟΥΣΙΑΝ	1	1.0	True	medium
one-known	ΛΕΥΡΑ	1	ΛΟΥΡΑ	1	1.0	True	medium
one-known	ΒΟΡΓΑ	1	ΒΟΡΡΑ	1	1.0	True	medium
one-known	ΕΞΟΔΕΙΑ	1	ΕΣΟΔΕΙΑ	1	1.0	True	medium
one-known	ΛΑΚΚΕΣ	1	ΛΑΚΚΟΣ	1	1.0	True	medium
one-known	ΖΑΘΡΑ	1	ΣΑΘΡΑ	1	1.0	True	medium
one-known	ΛΕΦΟΣ	1	ΛΟΦΟΣ	1	1.0	True	medium
one-known	ΔΑΧΝΟΙ	1	ΛΑΧΝΟΙ	1	1.0	True	medium
one-known	ΛΕΓΓΟΣ	1	ΛΟΓΓΟΣ	1	1.0	True	medium
one-known	ΑΤΡΙΚΟ	1	ΑΤΤΙΚΟ	1	1.0	True	medium
one-known	ΑΣΤΙΑ	1	ΑΣΤΡΑ	1	1.0	True	medium
one-known	ΝΕΤΣΑ	1	ΠΕΤΣΑ	1	1.0	True	medium
one-known	ΓΟΥΜΠΙΝΗ	1	ΡΟΥΜΠΙΝΗ	1	1.0	True	medium
one-known	ΠΑΙΟΥ	1	ΠΑΡΟΥ	1	1.0	True	medium
one-known	ΔΕΣΠΕ	1	ΔΕΣΤΕ	1	1.0	True	medium
one-known	ΑΓΝΙΑ	1	ΑΡΝΙΑ	1	1.0	True	medium
one-known	ΚΟΥΙΟΣ	1	ΚΟΥΚΟΣ	1	1.0	True	medium
one-known	ΚΕΠΑΔΙ	1	ΚΟΠΑΔΙ	1	1.0	True	medium
one-known	ΑΠΕΧΩΡΗΣΑΝ	1	ΑΠΟΧΩΡΗΣΑΝ	1	1.0	True	medium
one-known	ΣΑΒΡΑ	1	ΣΑΘΡΑ	1	1.0	True	medium
one-known	ΛΕΥΣΗ	1	ΛΟΥΣΗ	1	1.0	True	medium
one-known	ΒΑΘΕΙ	1	ΒΑΦΕΙ	1	1.0	True	medium
one-known	ΠΕΤΕΣ	1	ΠΟΤΕΣ	1	1.0	True	medium
one-known	ΑΠΕΔΗΜΗΣΑΝ	1	ΑΠΟΔΗΜΗΣΑΝ	1	1.0	True	medium
one-known	ΤΟΝΕΣ	1	ΤΟΝΟΣ	1	1.0	True	medium
one-known	ΔΥΜΑΤΩΝ	1	ΔΥΝΑΤΩΝ	1	1.0	True	medium
one-known	ΝΕΙΡΑ	1	ΝΕΚΡΑ	1	1.0	True	medium
one-known	ΣΠΑΘΕΙ	1	ΣΤΑΘΕΙ	1	1.0	True	medium
both-known	ΟΔΟΥΣ	1	ΟΛΟΥΣ	254	254.0	True	low
both-known	ΑΦΗΝΑ	2	ΑΘΗΝΑ	474	237.0	True	low
both-known	ΕΠΙΝΑΝ	1	ΕΓΙΝΑΝ	150	150.0	True	low
both-known	ΜΑΡΚΑ	1	ΜΑΡΙΑ	117	117.0	True	low
both-known	ΑΠΟΒΙΩΣΕ	1	ΑΠΕΒΙΩΣΕ	115	115.0	True	low
both-known	ΠΑΝΙΑ	1	ΠΑΝΤΑ	108	108.0	True	low
both-known	ΑΝΕΚΤΗΣΕ	1	ΑΠΕΚΤΗΣΕ	99	99.0	True	low
both-known	ΣΥΛΛΟΓΕΣ	1	ΣΥΛΛΟΓΟΣ	88	88.0	True	low
both-known	ΓΟΝΙΚΗ	1	ΓΕΝΙΚΗ	87	87.0	True	low
both-known	ΚΕΝΤΑ	1	ΚΟΝΤΑ	75	75.0	True	low
both-known	ΚΑΜΕΙΣ	1	ΚΑΝΕΙΣ	69	69.0	True	low
both-known	ΧΑΝΕΙΣ	1	ΚΑΝΕΙΣ	69	69.0	True	low
both-known	ΚΟΣΜΕ	1	ΚΟΣΜΟ	66	66.0	True	low
both-known	ΒΑΠΤΙΖΕΙΣ	1	ΒΑΠΤΙΣΕΙΣ	58	58.0	True	low
both-known	ΠΙΝΕΙ	3	ΓΙΝΕΙ	171	57.0	True	low
both-known	ΤΡΑΦΕΙ	1	ΓΡΑΦΕΙ	56	56.0	True	low
both-known	ΠΡΟΠΟ	1	ΤΡΟΠΟ	56	56.0	True	low
both-known	ΕΙΜΑΙ	29	ΕΙΝΑΙ	1551	53.5	True	low
