verdict	suspect	suspect_count	candidate	candidate_count	freq_ratio	candidate_in_lexicon	confidence
both-known	ΑΓΕΡΑΚΙ	3	ΑΓΟΡΑΚΙ	159	53.0	True	low
both-known	ΓΟΝΟΣ	2	ΓΕΝΟΣ	92	46.0	True	low
both-known	ΧΑΝΟΥΝ	1	ΚΑΝΟΥΝ	42	42.0	True	low
both-known	ΠΑΛΤΑ	1	ΠΑΛΙΑ	40	40.0	True	low
both-known	ΕΠΟΥΣ	1	ΕΤΟΥΣ	40	40.0	True	low
both-known	ΜΑΓΙΑ	3	ΜΑΡΙΑ	117	39.0	True	low
both-known	ΜΙΚΡΕ	1	ΜΙΚΡΟ	38	38.0	True	low
both-known	ΜΙΚΤΟ	1	ΜΙΚΡΟ	38	38.0	True	low
both-known	ΝΕΜΟΥ	2	ΝΟΜΟΥ	75	37.5	True	low
both-known	ΟΣΦΥΣ	1	ΟΣΟΥΣ	37	37.0	True	low
both-known	ΣΥΝΟΔΟ	1	ΣΥΝΟΛΟ	35	35.0	True	low
both-known	ΚΑΙΣΑΡΟΣ	1	ΚΑΤΣΑΡΟΣ	33	33.0	True	low
one-known	ΠΤΕΡΟΥ	1	ΝΤΕΡΟΥ	33	33.0	False	low
one-known	ΝΤΟΡΟΥ	1	ΝΤΕΡΟΥ	33	33.0	False	low
both-known	ΑΡΑΠΗΣ	1	ΑΓΑΠΗΣ	32	32.0	True	low
both-known	ΕΝΟΧΗ	1	ΕΠΟΧΗ	31	31.0	True	low
both-known	ΠΕΡΟΥ	1	ΝΕΡΟΥ	31	31.0	True	low
both-known	ΠΗΡΕΣ	1	ΠΗΓΕΣ	31	31.0	True	low
both-known	ΕΚΑΜΕ	2	ΕΚΑΝΕ	61	30.5	True	low
both-known	ΜΟΛΟΣ	1	ΜΕΛΟΣ	30	30.0	True	low
both-known	ΚΑΜΕΙ	3	ΚΑΝΕΙ	89	29.7	True	low
both-known	ΧΑΝΕΙ	3	ΚΑΝΕΙ	89	29.7	True	low
both-known	ΜΕΓΑΛΕ	5	ΜΕΓΑΛΟ	145	29.0	True	low
both-known	ΦΕΤΕΣ	2	ΦΕΤΟΣ	58	29.0	True	low
both-known	ΑΓΡΟΣ	1	ΑΓΙΟΣ	28	28.0	True	low
both-known	ΡΑΚΗΣ	1	ΤΑΚΗΣ	28	28.0	True	low
both-known	ΓΕΡΑΣΕ	1	ΠΕΡΑΣΕ	27	27.0	True	low
both-known	ΛΕΥΤΕΡΗ	1	ΔΕΥΤΕΡΗ	27	27.0	True	low
both-known	ΤΟΝΟΣ	1	ΤΟΠΟΣ	26	26.0	True	low
both-known	ΔΕΘΗΚΕ	1	ΔΟΘΗΚΕ	26	26.0	True	low
both-known	ΦΟΡΕΙ	1	ΦΕΡΕΙ	26	26.0	True	low
both-known	ΑΠΟΚΤΗΣΕ	4	ΑΠΕΚΤΗΣΕ	99	24.8	True	low
both-known	ΥΠΕΥΘΥΝΕΣ	3	ΥΠΕΥΘΥΝΟΣ	72	24.0	True	low
both-known	ΧΤΙΡΙΟ	1	ΚΤΙΡΙΟ	24	24.0	True	low
both-known	ΚΟΥΤΟΣ	1	ΚΟΝΤΟΣ	24	24.0	True	low
both-known	ΚΟΝΤΕΣ	1	ΚΟΝΤΟΣ	24	24.0	True	low
both-known	ΑΡΧΙΖΑΝ	1	ΑΡΧΙΣΑΝ	23	23.0	True	low
both-known	ΝΥΚΤΑ	1	ΝΥΧΤΑ	23	23.0	True	low
both-known	ΜΕΝΟΣ	1	ΜΟΝΟΣ	22	22.0	True	low
both-known	ΘΕΡΜΟΣ	1	ΘΕΡΜΕΣ	22	22.0	True	low
both-known	ΚΑΝΟΥΝΕ	1	ΚΑΝΟΥΜΕ	22	22.0	True	low
both-known	ΝΑΝΟΣ	1	ΠΑΝΟΣ	22	22.0	True	low
both-known	ΚΑΜΕΝΑ	1	ΚΑΝΕΝΑ	22	22.0	True	low
both-known	ΚΑΜΟΥΝ	2	ΚΑΝΟΥΝ	42	21.0	True	low
both-known	ΕΚΑΜΑΝ	1	ΕΚΑΝΑΝ	21	21.0	True	low
both-known	ΕΧΑΝΑΝ	1	ΕΚΑΝΑΝ	21	21.0	True	low
both-known	ΑΡΙΩΝ	1	ΑΓΙΩΝ	21	21.0	True	low
both-known	ΑΓΡΩΝ	1	ΑΓΙΩΝ	21	21.0	True	low
both-known	ΓΕΡΑΣΕΙ	1	ΠΕΡΑΣΕΙ	21	21.0	True	low
both-known	ΕΧΑΝΕ	3	ΕΚΑΝΕ	61	20.3	True	low
both-known	ΕΛΑΙΑ	1	ΕΛΑΤΑ	20	20.0	True	low
both-known	ΠΙΣΤΕΨΟΥΜΕ	1	ΠΙΣΤΕΥΟΥΜΕ	20	20.0	True	low
both-known	ΕΥΧΑΡΙΣΤΗΡΙΕ	1	ΕΥΧΑΡΙΣΤΗΡΙΟ	20	20.0	True	low
both-known	ΤΑΣΕΩΣ	1	ΤΑΞΕΩΣ	19	19.0	True	low
both-known	ΠΙΝΟΥΝ	3	ΓΙΝΟΥΝ	54	18.0	True	low
both-known	ΡΟΥΛΑ	1	ΒΟΥΛΑ	18	18.0	True	low
both-known	ΜΗΧΑΝΙΚΕΣ	1	ΜΗΧΑΝΙΚΟΣ	18	18.0	True	low
both-known	ΕΚΤΙΖΕ	1	ΕΚΤΙΣΕ	18	18.0	True	low
both-known	ΕΚΛΕΚΤΕΣ	1	ΕΚΛΕΚΤΟΣ	18	18.0	True	low
both-known	ΔΑΣΚΑΛΕΣ	2	ΔΑΣΚΑΛΟΣ	34	17.0	True	low
both-known	ΓΕΝΕΩΝ	2	ΓΟΝΕΩΝ	34	17.0	True	low
both-known	ΦΕΡΕΙΣ	1	ΦΟΡΕΙΣ	17	17.0	True	low
both-known	ΑΣΙΑΣ	1	ΑΞΙΑΣ	17	17.0	True	low
both-known	ΛΙΓΟΣ	1	ΛΙΓΕΣ	17	17.0	True	low
both-known	ΑΙΓΕΣ	1	ΛΙΓΕΣ	17	17.0	True	low
both-known	ΕΝΤΕΛΗ	1	ΕΝΤΟΛΗ	16	16.0	True	low
both-known	ΚΩΝΣΤΑΝΤΙΝΕ	1	ΚΩΝΣΤΑΝΤΙΝΟ	16	16.0	True	low
both-known	ΑΞΥΛΟ	1	ΑΣΥΛΟ	16	16.0	True	low
both-known	ΑΠΕΦΑΣΙΣΕ	1	ΑΠΟΦΑΣΙΣΕ	16	16.0	True	low
both-known	ΑΓΕΡΑ	2	ΑΓΟΡΑ	31	15.5	True	low
both-known	ΜΑΓΙΑ	3	ΜΑΤΙΑ	46	15.3	True	low
both-known	ΚΤΙΣΗ	1	ΚΡΙΣΗ	15	15.0	True	low
both-known	ΕΝΟΧΗΣ	1	ΕΠΟΧΗΣ	15	15.0	True	low
both-known	ΣΚΕΥΗ	1	ΣΚΕΨΗ	15	15.0	True	low
both-known	ΒΑΣΙΛΕΙΣ	1	ΒΑΣΙΛΕΙΟ	15	15.0	True	low
both-known	ΧΡΙΣΤΕΣ	1	ΧΡΙΣΤΟΣ	15	15.0	True	low
both-known	ΜΑΓΙΑΣ	1	ΜΑΡΙΑΣ	15	15.0	True	low
both-known	ΜΑΡΚΑΣ	1	ΜΑΡΙΑΣ	15	15.0	True	low
both-known	ΧΙΟΝΙΑ	19	ΧΡΟΝΙΑ	274	14.4	True	low
both-known	ΑΝΘΡΩΠΕ	2	ΑΝΘΡΩΠΟ	28	14.0	True	low
both-known	ΜΙΚΤΗ	2	ΜΙΚΡΗ	28	14.0	True	low
both-known	ΠΟΡΙΣΜΑ	1	ΠΟΤΙΣΜΑ	14	14.0	True	low
both-known	ΤΡΑΦΟΥΝ	1	ΓΡΑΦΟΥΝ	14	14.0	True	low
both-known	ΣΥΝΕΧΙΖΟΥΜΕ	1	ΣΥΝΕΧΙΣΟΥΜΕ	14	14.0	True	low
both-known	ΠΑΤΑΣ	1	ΠΑΠΑΣ	14	14.0	True	low
both-known	ΕΦΗΜΕΡΙΣ	1	ΕΦΗΜΕΡΙΟ	13	13.0	True	low
one-known	ΡΟΥΛΑ	1	ΤΟΥΛΑ	13	13.0	False	low
both-known	ΕΚΦΡΑΣΕΙ	2	ΕΚΦΡΑΖΕΙ	24	12.0	True	low
both-known	ΚΑΝΟΝΑΣ	2	ΚΑΝΕΝΑΣ	24	12.0	True	low
both-known	ΟΙΚΟΔΟΜΟΣ	1	ΟΙΚΟΔΟΜΕΣ	12	12.0	True	low
both-known	ΠΕΡΙΣΣΟΤΕΡΟΣ	1	ΠΕΡΙΣΣΟΤΕΡΕΣ	12	12.0	True	low
both-known	ΔΙΑΒΑΣΩ	1	ΔΙΑΒΑΖΩ	12	12.0	True	low
both-known	ΣΥΜΒΟΥΛΕΣ	3	ΣΥΜΒΟΥΛΟΣ	34	11.3	True	low
both-known	ΧΑΝΟΥΜΕ	2	ΚΑΝΟΥΜΕ	22	11.0	True	low
both-known	ΘΕΛΟΥΝΕ	1	ΘΕΛΟΥΜΕ	11	11.0	True	low
both-known	ΟΠΟΙΟΥΔΗΠΟΤΕ	1	ΟΠΟΙΟΝΔΗΠΟΤΕ	11	11.0	True	low
both-known	ΠΕΔΙΑ	1	ΠΟΔΙΑ	11	11.0	True	low
both-known	ΕΚΦΡΑΣΟΥΜΕ	1	ΕΚΦΡΑΖΟΥΜΕ	11	11.0	True	low
both-known	ΟΡΑΣΗ	1	ΦΡΑΣΗ	11	11.0	True	low
both-known	ΕΧΟΥΝΕ	7	ΕΧΟΥΜΕ	70	10.0	True	low
both-known	ΠΡΟΕΔΡΕ	5	ΠΡΟΕΔΡΟ	50	10.0	True	low
both-known	ΛΕΥΚΑΣ	1	ΛΟΥΚΑΣ	10	10.0	True	low
both-known	ΨΥΧΟΣ	1	ΨΥΧΕΣ	10	10.0	True	low
both-known	ΠΗΓΑΜΕ	1	ΠΗΡΑΜΕ	10	10.0	True	low
both-known	ΕΠΑΡΧΕΙΑ	1	ΕΠΑΡΚΕΙΑ	10	10.0	True	low
both-known	ΚΑΝΑΝΕ	1	ΚΑΝΑΜΕ	10	10.0	True	low
both-known	ΜΑΡΙΟΣ	1	ΜΑΡΚΟΣ	10	10.0	True	low
both-known	ΑΡΧΙΖΕ	9	ΑΡΧΙΣΕ	88	9.8	True	low
both-known	ΕΧΤΙΣΕ	2	ΕΚΤΙΣΕ	18	9.0	True	low
both-known	ΠΟΙΕΣ	2	ΠΟΙΟΣ	18	9.0	True	low
both-known	ΦΙΔΙΑ	1	ΦΙΛΙΑ	9	9.0	True	low
both-known	ΧΗΜΙΚΕΣ	1	ΧΗΜΙΚΟΣ	9	9.0	True	low
both-known	ΤΟΝΟΣ	1	ΠΟΝΟΣ	9	9.0	True	low
both-known	ΜΕΤΑΚΟΜΙΖΕΙΣ	1	ΜΕΤΑΚΟΜΙΣΕΙΣ	9	9.0	True	low
both-known	ΦΥΤΕΥΕΙ	1	ΦΥΤΕΨΕΙ	9	9.0	True	low
both-known	ΛΕΠΡΑ	1	ΛΕΠΤΑ	9	9.0	True	low
both-known	ΘΕΡΜΟΤΑΤΟΣ	1	ΘΕΡΜΟΤΑΤΕΣ	9	9.0	True	low
both-known	ΑΡΧΕΙ	1	ΑΡΚΕΙ	9	9.0	True	low
both-known	ΕΤΟΥΣ	40	ΣΤΟΥΣ	350	8.8	True	low
both-known	ΟΜΑΛΑ	2	ΟΜΑΔΑ	17	8.5	True	low
both-known	ΚΡΙΝΑ	2	ΚΡΙΜΑ	17	8.5	True	low
both-known	ΕΙΧΑΝΕ	3	ΕΙΧΑΜΕ	25	8.3	True	low
both-known	ΠΑΡΑΓΟΝΤΟΣ	2	ΠΑΡΑΓΟΝΤΕΣ	16	8.0	True	low
both-known	ΚΥΡΙΕΣ	2	ΚΥΡΙΟΣ	16	8.0	True	low
both-known	ΓΥΝΑΙΚΟΣ	2	ΓΥΝΑΙΚΕΣ	16	8.0	True	low
both-known	ΜΑΜΗΣ	2	ΜΑΝΗΣ	16	8.0	True	low
both-known	ΣΠΟΥΔΑΖΕ	1	ΣΠΟΥΔΑΣΕ	8	8.0	True	low
both-known	ΑΓΡΟΝ	1	ΑΓΙΟΝ	8	8.0	True	low
both-known	ΛΕΓΑΝΕ	1	ΛΕΓΑΜΕ	8	8.0	True	low
both-known	ΦΟΡΟΣ	4	ΦΟΡΕΣ	30	7.5	True	low
both-known	ΚΕΡΙΑ	4	ΧΕΡΙΑ	30	7.5	True	low
both-known	ΣΚΟΤΟΥΣ	2	ΣΚΟΠΟΥΣ	15	7.5	True	low
both-known	ΦΙΛΕΣ	3	ΦΙΛΟΣ	22	7.3	True	low
both-known	ΑΛΛΟΣ	8	ΑΛΛΕΣ	56	7.0	True	low
both-known	ΑΓΙΕΣ	4	ΑΓΙΟΣ	28	7.0	True	low
both-known	ΑΙΩΝΑΣ	3	ΑΓΩΝΑΣ	21	7.0	True	low
both-known	ΠΑΝΑΣ	2	ΠΑΠΑΣ	14	7.0	True	low
both-known	ΒΟΛΟΣ	1	ΡΟΛΟΣ	7	7.0	True	low
both-known	ΕΚΦΡΑΣΩ	1	ΕΚΦΡΑΖΩ	7	7.0	True	low
both-known	ΕΛΠΙΣΟΥΜΕ	1	ΕΛΠΙΖΟΥΜΕ	7	7.0	True	low
both-known	ΣΤΡΑΤΙΩΤΙΚΕΣ	1	ΣΤΡΑΤΙΩΤΙΚΟΣ	7	7.0	True	low
both-known	ΔΥΝΑΤΕΣ	1	ΔΥΝΑΤΟΣ	7	7.0	True	low
both-known	ΠΛΗΓΕΣ	1	ΠΛΗΡΕΣ	7	7.0	True	low
both-known	ΠΡΟΘΥΜΕΣ	1	ΠΡΟΘΥΜΟΣ	7	7.0	True	low
both-known	ΕΚΤΙΖΑΝ	1	ΕΚΤΙΣΑΝ	7	7.0	True	low
both-known	ΠΕΤΑΣ	1	ΠΕΡΑΣ	7	7.0	True	low
both-known	ΕΥΛΟΓΗΜΕΝΟΣ	1	ΕΥΛΟΓΗΜΕΝΕΣ	7	7.0	True	low
both-known	ΕΧΤΙΣΑΝ	1	ΕΚΤΙΣΑΝ	7	7.0	True	low
both-known	ΣΧΗΜΑΤΑ	1	ΟΧΗΜΑΤΑ	7	7.0	True	low
both-known	ΠΛΗΓΗ	4	ΠΛΗΡΗ	27	6.8	True	low
both-known	ΣΗΜΕΙΑ	21	ΣΗΜΕΡΑ	141	6.7	True	low
both-known	ΠΑΝΤΕΣ	7	ΠΑΝΤΟΣ	47	6.7	True	low
one-known	ΓΟΝΑΤΟΣ	2	ΓΟΜΑΤΟΣ	13	6.5	False	low
both-known	ΕΚΕΙΝΕΣ	3	ΕΚΕΙΝΟΣ	19	6.3	True	low
both-known	ΡΕΥΜΑ	4	ΓΕΥΜΑ	25	6.2	True	low
both-known	ΤΟΣΟΝ	4	ΠΟΣΟΝ	25	6.2	True	low
both-known	ΕΥΓΟΝΙΑ	3	ΕΥΓΕΝΙΑ	18	6.0	True	low
both-known	ΜΟΝΑΔΟΣ	2	ΜΟΝΑΔΕΣ	12	6.0	True	low
both-known	ΠΑΡΟΥΣΙΑΖΕ	2	ΠΑΡΟΥΣΙΑΣΕ	12	6.0	True	low
both-known	ΣΥΣΚΕΥΗ	2	ΣΥΣΚΕΨΗ	12	6.0	True	low
both-known	ΟΜΟΡΦΟΣ	1	ΟΜΟΡΦΕΣ	6	6.0	True	low
both-known	ΠΡΟΗΓΟΥΜΕΝΟΣ	1	ΠΡΟΗΓΟΥΜΕΝΕΣ	6	6.0	True	low
both-known	ΠΕΙΝΟΥΝ	1	ΠΕΡΝΟΥΝ	6	6.0	True	low
both-known	ΑΙΩΝΟΣ	1	ΑΙΩΝΕΣ	6	6.0	True	low
both-known	ΓΕΡΜΑ	1	ΤΕΡΜΑ	6	6.0	True	low
both-known	ΟΥΡΑΝΕ	1	ΟΥΡΑΝΟ	6	6.0	True	low
both-known	ΑΠΟΦΑΣΙΖΕΙ	1	ΑΠΟΦΑΣΙΣΕΙ	6	6.0	True	low
both-known	ΑΚΟΛΟΥΘΕΣ	1	ΑΚΟΛΟΥΘΟΣ	6	6.0	True	low
both-known	ΑΚΤΕΣ	1	ΑΚΡΕΣ	6	6.0	True	low
both-known	ΑΙΡΕΣ	1	ΑΚΡΕΣ	6	6.0	True	low
both-known	ΞΕΝΟΔΟΧΟ	1	ΞΕΝΟΔΟΧΕ	6	6.0	True	low
both-known	ΟΧΗΜΑ	1	ΣΧΗΜΑ	6	6.0	True	low
both-known	ΔΙΑΚΟΝΩΝ	1	ΔΙΑΚΟΠΩΝ	6	6.0	True	low
both-known	ΕΝΔΙΑΦΕΡΟΝΤΕΣ	1	ΕΝΔΙΑΦΕΡΟΝΤΟΣ	6	6.0	True	low
both-known	ΠΟΛΙΤΙΣΜΕΝΕΣ	1	ΠΟΛΙΤΙΣΜΕΝΟΣ	6	6.0	True	low
both-known	ΑΡΩΓΟΥΣ	1	ΑΓΩΓΟΥΣ	6	6.0	True	low
both-known	ΧΟΡΕΥΑΝ	1	ΧΟΡΕΨΑΝ	6	6.0	True	low
both-known	ΑΠΟΣΠΑΣΗ	1	ΑΠΟΣΤΑΣΗ	6	6.0	True	low
both-known	ΞΕΧΩΡΙΣΕΙ	1	ΞΕΧΩΡΙΖΕΙ	6	6.0	True	low
one-known	ΜΟΡΤΗ	1	ΜΟΡΡΗ	6	6.0	False	low
both-known	ΜΕΡΕΣ	13	ΜΕΡΟΣ	72	5.5	True	low
both-known	ΝΟΝΟΣ	4	ΜΟΝΟΣ	22	5.5	True	low
both-known	ΜΟΝΕΣ	4	ΜΟΝΟΣ	22	5.5	True	low
both-known	ΚΑΡΑΣ	2	ΧΑΡΑΣ	11	5.5	True	low
both-known	ΠΡΟΣΦΕΡΕΣ	2	ΠΡΟΣΦΟΡΕΣ	11	5.5	True	low
both-known	ΑΝΔΡΟΣ	2	ΑΝΔΡΕΣ	11	5.5	True	low
both-known	ΥΠΕΝΘΥΜΙΣΕΙ	2	ΥΠΕΝΘΥΜΙΖΕΙ	11	5.5	True	low
both-known	ΟΡΕΙΝΟΣ	2	ΟΡΕΙΝΕΣ	11	5.5	True	low
both-known	ΓΝΩΡΙΣΟΥΜΕ	2	ΓΝΩΡΙΖΟΥΜΕ	10	5.0	True	low
both-known	ΠΑΓΚΟ	2	ΠΑΡΚΟ	10	5.0	True	low
both-known	ΠΗΡΑΝΕ	2	ΠΗΡΑΜΕ	10	5.0	True	low
both-known	ΑΥΣΤΗΡΟΣ	1	ΑΥΣΤΗΡΕΣ	5	5.0	True	low
both-known	ΞΕΣΤΟ	1	ΖΕΣΤΟ	5	5.0	True	low
both-known	ΚΛΕΙΣΤΕ	1	ΚΛΕΙΣΤΟ	5	5.0	True	low
both-known	ΠΑΛΤΟ	1	ΠΑΛΙΟ	5	5.0	True	low
both-known	ΑΝΟΙΚΤΟ	1	ΑΝΟΙΧΤΟ	5	5.0	True	low
both-known	ΦΥΤΕΥΑΝ	1	ΦΥΤΕΨΑΝ	5	5.0	True	low
one-known	ΠΕΤΑΣ	1	ΠΟΤΑΣ	5	5.0	False	low
both-known	ΣΠΟΥΔΑΣΕΙ	1	ΣΠΟΥΔΑΖΕΙ	5	5.0	True	low
both-known	ΔΙΑΛΕΚΤΟ	1	ΔΙΑΛΕΧΤΟ	5	5.0	True	low
both-known	ΑΙΩΝΙΕΣ	1	ΑΙΩΝΙΟΣ	5	5.0	True	low
both-known	ΜΙΚΤΗΣ	1	ΜΙΚΡΗΣ	5	5.0	True	low
both-known	ΣΤΑΘΗ	1	ΣΠΑΘΗ	5	5.0	True	low
both-known	ΧΑΙΡΩΝ	1	ΚΑΙΡΩΝ	5	5.0	True	low
both-known	ΤΑΙΖΕΙ	1	ΠΑΙΖΕΙ	5	5.0	True	low
both-known	ΕΥΘΥΜΕΣ	1	ΕΥΘΥΝΕΣ	5	5.0	True	low
both-known	ΕΓΚΥΚΛΙΕΣ	1	ΕΓΚΥΚΛΙΟΣ	5	5.0	True	low
both-known	ΚΟΛΩΝΟΣ	1	ΚΟΛΩΝΕΣ	5	5.0	True	low
both-known	ΠΑΡΟΥ	1	ΠΑΓΟΥ	5	5.0	True	low
both-known	ΤΣΑΓΚΟΥ	1	ΤΣΑΓΙΟΥ	5	5.0	True	low
one-known	ΜΟΡΤΗΣ	1	ΜΟΡΡΗΣ	5	5.0	False	low
both-known	ΛΟΥΚΑ	7	ΔΟΥΚΑ	33	4.7	True	low
both-known	ΕΥΘΥΜΗ	3	ΕΥΘΥΝΗ	14	4.7	True	low
both-known	ΠΟΡΟΣ	4	ΠΟΙΟΣ	18	4.5	True	low
both-known	ΙΕΡΟΥΣ	2	ΙΕΡΕΥΣ	9	4.5	True	low
both-known	ΓΟΝΟΣ	2	ΠΟΝΟΣ	9	4.5	True	low
both-known	ΚΟΣΤΙΣΕΙ	2	ΚΟΣΤΙΖΕΙ	9	4.5	True	low
both-known	ΚΑΝΟΝΑ	5	ΚΑΝΕΝΑ	22	4.4	True	low
both-known	ΕΞΩΤΕΡΙΚΩΝ	3	ΕΣΩΤΕΡΙΚΩΝ	13	4.3	True	low
both-known	ΠΟΛΙΤΙΣΤΙΚΕΣ	6	ΠΟΛΙΤΙΣΤΙΚΟΣ	24	4.0	True	low
both-known	ΝΟΝΟΣ	4	ΝΟΜΟΣ	16	4.0	True	low
both-known	ΔΗΜΟΣΙΟΣ	3	ΔΗΜΟΣΙΕΣ	12	4.0	True	low
both-known	ΓΝΩΣΤΕΣ	3	ΓΝΩΣΤΟΣ	12	4.0	True	low
both-known	ΑΞΙΕΣ	2	ΑΞΙΟΣ	8	4.0	True	low
both-known	ΑΡΧΙΖΟΥΝ	2	ΑΡΧΙΣΟΥΝ	8	4.0	True	low
both-known	ΜΑΓΙΚΑ	2	ΜΑΡΙΚΑ	8	4.0	True	low
both-known	ΟΥΣΙΑ	2	ΘΥΣΙΑ	8	4.0	True	low
one-known	ΓΕΜΑΤΟΥ	2	ΓΟΜΑΤΟΥ	8	4.0	False	low
both-known	ΕΙΠΑΝΕ	2	ΕΙΠΑΜΕ	8	4.0	True	low
one-known	ΓΕΡΑΚΙ	2	ΓΟΡΑΚΙ	8	4.0	False	low
both-known	ΜΑΡΙΟΥ	2	ΜΑΡΚΟΥ	8	4.0	True	low
both-known	ΞΕΡΟΥΝΕ	1	ΞΕΡΟΥΜΕ	4	4.0	True	low
both-known	ΚΑΘΟΔΟΥ	1	ΚΑΘΟΛΟΥ	4	4.0	True	low
both-known	ΡΑΚΗΣ	1	ΡΑΧΗΣ	4	4.0	True	low
both-known	ΠΕΡΑΣΑΝΕ	1	ΠΕΡΑΣΑΜΕ	4	4.0	True	low
both-known	ΣΥΝΑΔΕΛΦΕ	1	ΣΥΝΑΔΕΛΦΟ	4	4.0	True	low
both-known	ΕΞΑΔΕΛΦΕΣ	1	ΕΞΑΔΕΛΦΟΣ	4	4.0	True	low
both-known	ΑΠΕΘΕΣΕ	1	ΑΝΕΘΕΣΕ	4	4.0	True	low
both-known	ΔΙΑΦΗΜΙΣΕΙ	1	ΔΙΑΦΗΜΙΖΕΙ	4	4.0	True	low
both-known	ΤΡΟΦΟΣ	1	ΤΡΟΦΕΣ	4	4.0	True	low
both-known	ΑΞΕΧΑΣΤΕ	1	ΑΞΕΧΑΣΤΟ	4	4.0	True	low
both-known	ΣΤΕΝΕΣ	1	ΣΤΕΝΟΣ	4	4.0	True	low
both-known	ΔΕΥΤΕΡΗΣ	1	ΛΕΥΤΕΡΗΣ	4	4.0	True	low
both-known	ΕΠΟΙΚΟΔΟΜΗΤΙΚΟΣ	1	ΕΠΟΙΚΟΔΟΜΗΤΙΚΕΣ	4	4.0	True	low
both-known	ΚΑΤΑΠΛΗΚΤΕΣ	1	ΚΑΤΑΠΛΗΚΤΟΣ	4	4.0	True	low
both-known	ΕΤΗΣΙΕΣ	1	ΕΤΗΣΙΟΣ	4	4.0	True	low
both-known	ΡΗΜΑΤΑ	1	ΒΗΜΑΤΑ	4	4.0	True	low
both-known	ΣΗΜΕΡΙΝΟΣ	1	ΣΗΜΕΡΙΝΕΣ	4	4.0	True	low
both-known	ΝΟΜΙΜΟΣ	1	ΝΟΜΙΜΕΣ	4	4.0	True	low
both-known	ΔΙΑΒΑΖΑ	1	ΔΙΑΒΑΣΑ	4	4.0	True	low
both-known	ΑΧΑΡΑ	1	ΑΧΑΙΑ	4	4.0	True	low
both-known	ΙΣΧΥΡΟΣ	1	ΙΣΧΥΡΕΣ	4	4.0	True	low
both-known	ΣΩΣΤΕΣ	1	ΣΩΣΤΟΣ	4	4.0	True	low
both-known	ΔΥΣΚΟΛΟΣ	1	ΔΥΣΚΟΛΕΣ	4	4.0	True	low
both-known	ΧΡΗΣΙΜΟΣ	1	ΧΡΗΣΙΜΕΣ	4	4.0	True	low
one-known	ΜΠΟΡΕΣ	1	ΜΠΟΡΟΣ	4	4.0	False	low
both-known	ΠΟΤΙΣΟΥΝ	1	ΠΟΤΙΖΟΥΝ	4	4.0	True	low
both-known	ΓΟΝΟΙ	1	ΤΟΝΟΙ	4	4.0	True	low
both-known	ΑΝΕΨΙΕΣ	1	ΑΝΕΨΙΟΣ	4	4.0	True	low
both-known	ΝΟΝΕΣ	1	ΜΟΝΕΣ	4	4.0	True	low
both-known	ΦΩΤΙΣΕΙ	1	ΦΩΤΙΖΕΙ	4	4.0	True	low
both-known	ΩΡΑΙΟΤΑΤΟΣ	1	ΩΡΑΙΟΤΑΤΕΣ	4	4.0	True	low
both-known	ΤΕΛΕΥΤΑΙΟΣ	1	ΤΕΛΕΥΤΑΙΕΣ	4	4.0	True	low
both-known	ΔΥΣΕΙ	1	ΛΥΣΕΙ	4	4.0	True	low
both-known	ΔΟΥΛΕΨΟΥΝ	1	ΔΟΥΛΕΥΟΥΝ	4	4.0	True	low
both-known	ΣΤΑΘΗΣ	1	ΣΠΑΘΗΣ	4	4.0	True	low
both-known	ΛΑΚΚΟΙ	1	ΛΑΙΚΟΙ	4	4.0	True	low
one-known	ΛΟΦΙΑ	1	ΛΟΦΤΑ	4	4.0	False	low
both-known	ΙΣΤΟΡΙΚΕΣ	1	ΙΣΤΟΡΙΚΟΣ	4	4.0	True	low
both-known	ΔΕΥΤΕΡΕΣ	1	ΔΕΥΤΕΡΟΣ	4	4.0	True	low
both-known	ΜΕΛΛΟΝΤΕΣ	1	ΜΕΛΛΟΝΤΟΣ	4	4.0	True	low
one-known	ΡΟΥΛΑΣ	1	ΤΟΥΛΑΣ	4	4.0	False	low
one-known	ΠΟΥΛΑΣ	1	ΤΟΥΛΑΣ	4	4.0	False	low
both-known	ΕΛΑΦΙΑ	1	ΕΛΑΦΡΑ	4	4.0	True	low
both-known	ΑΡΠΑΖΑΝ	1	ΑΡΠΑΞΑΝ	4	4.0	True	low
both-known	ΝΟΝΕΣ	1	ΝΟΝΟΣ	4	4.0	True	low
both-known	ΑΙΟΛΟΥ	1	ΔΙΟΛΟΥ	4	4.0	True	low
both-known	ΑΝΤΡΟ	1	ΑΝΤΙΟ	4	4.0	True	low
both-known	ΑΙΩΝΕΣ	6	ΑΓΩΝΕΣ	23	3.8	True	low
both-known	ΑΡΙΣΤΕΣ	5	ΑΡΙΣΤΟΣ	19	3.8	True	low
both-known	ΚΑΛΥΤΕΡΟΣ	3	ΚΑΛΥΤΕΡΕΣ	11	3.7	True	low
both-known	ΧΑΡΙΣΕΙ	3	ΧΑΡΙΖΕΙ	11	3.7	True	low
both-known	ΑΡΩΓΗ	3	ΑΓΩΓΗ	11	3.7	True	low
both-known	ΟΛΟΚΛΗΡΕΣ	2	ΟΛΟΚΛΗΡΟΣ	7	3.5	True	low
both-known	ΑΝΤΙΜΕΤΩΠΙΣΟΥΝ	2	ΑΝΤΙΜΕΤΩΠΙΖΟΥΝ	7	3.5	True	low
