level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2325	3200	-1	
2	1	1	0	0	0	263	83	1842	344	-1	
3	1	1	1	0	0	263	83	1842	344	-1	
4	1	1	1	1	0	263	83	1842	344	-1	
5	1	1	1	1	1	263	83	1842	344	95.000000	 
2	1	2	0	0	0	272	451	318	53	-1	
3	1	2	1	0	0	272	451	318	53	-1	
4	1	2	1	1	0	284	451	305	30	-1	
5	1	2	1	1	1	284	452	85	19	69.314453	ΝΕΑΡΟΙ
5	1	2	1	1	2	405	451	184	30	50.058613	ΓΕΩΡΓΙΤΣΙΑΝΟΙ
4	1	2	1	2	0	272	481	318	23	-1	
5	1	2	1	2	1	272	481	130	20	90.694481	ΑΓΑΠΗΣΤΕ
5	1	2	1	2	2	413	477	10	35	35.654099	΄
5	1	2	1	2	3	434	482	156	22	80.120316	ΟΛΟΨΥΧΑ.....
2	1	3	0	0	0	646	458	1045	56	-1	
3	1	3	1	0	0	646	458	1045	56	-1	
4	1	3	1	1	0	646	458	1045	56	-1	
5	1	3	1	1	1	646	458	85	41	80.948524	ΤΟ
5	1	3	1	1	2	752	459	378	46	9.103844	ΜΠΑΛΚΟΝΙ
5	1	3	1	1	3	1150	465	133	42	95.966751	ΤΟΥ
5	1	3	1	1	4	1318	467	76	42	14.949432	ΤΑ
5	1	3	1	1	5	1399	469	292	45	14.949432	ΥΓΕΤΟΥ
2	1	4	0	0	0	304	530	595	10	-1	
3	1	4	1	0	0	304	530	595	10	-1	
4	1	4	1	1	0	304	530	595	10	-1	
5	1	4	1	1	1	304	530	595	10	95.000000	 
2	1	5	0	0	0	272	546	852	29	-1	
3	1	5	1	0	0	272	546	852	29	-1	
4	1	5	1	1	0	272	546	852	29	-1	
5	1	5	1	1	1	272	546	92	18	78.028526	ΟΡΓΑΝΟ
5	1	5	1	1	2	387	548	145	19	78.028526	ΣΥΝΔΕΣΕΩΣ
5	1	5	1	1	3	552	551	48	17	93.258202	ΤΩΝ
5	1	5	1	1	4	619	551	148	19	90.544083	ΑΠΑΝΤΑΧΟΥ
5	1	5	1	1	5	791	554	264	21	91.564392	ΓΕΩΡΓΙΤΣΙΑΝΩΝ
5	1	5	1	1	6	993	550	58	33	96.274788	ΕΤΟΣ
5	1	5	1	1	7	1072	559	34	16	0.000000	ον
5	1	5	1	1	8	1118	569	6	2	93.168335	-
2	1	6	0	0	0	1735	472	313	52	-1	
3	1	6	1	0	0	1735	472	313	52	-1	
4	1	6	1	1	0	1735	472	313	23	-1	
5	1	6	1	1	1	1735	472	112	20	92.411774	ΠΟΥΘΕΝΑ
5	1	6	1	1	2	1861	474	49	19	66.275070	ΔΕΝ
5	1	6	1	1	3	1928	475	33	19	45.966179	6Α
5	1	6	1	1	4	1976	475	72	20	71.120224	ΒΡΗΤΕ
4	1	6	1	2	0	1777	503	223	21	-1	
5	1	6	1	2	1	1777	503	133	20	92.488457	ΩΡΑΙΩΤΕΡΟ
5	1	6	1	2	2	1928	504	72	20	75.590538	ΧΩΡΙΟ
2	1	7	0	0	0	2260	156	27	381	-1	
3	1	7	1	0	0	2260	156	27	381	-1	
4	1	7	1	1	0	2266	156	21	19	-1	
5	1	7	1	1	1	2266	156	21	19	0.000000	-
4	1	7	1	2	0	2266	177	21	21	-1	
5	1	7	1	2	1	2266	177	21	21	8.922653	.
4	1	7	1	3	0	2266	200	21	26	-1	
5	1	7	1	3	1	2266	200	21	26	0.000000	-ϕ
4	1	7	1	4	0	2265	243	20	19	-1	
5	1	7	1	4	1	2265	243	20	19	80.401184	-
4	1	7	1	5	0	2264	265	18	15	-1	
5	1	7	1	5	1	2264	265	18	15	58.156982	ΠΠ
4	1	7	1	6	0	2264	282	21	22	-1	
5	1	7	1	6	1	2264	282	21	22	28.192986	Σ
4	1	7	1	7	0	2264	305	20	17	-1	
5	1	7	1	7	1	2264	305	20	17	43.600395	Ὁ
4	1	7	1	8	0	2263	323	21	18	-1	
5	1	7	1	8	1	2263	323	21	18	69.204437	Μ
4	1	7	1	9	0	2263	360	18	17	-1	
5	1	7	1	9	1	2263	360	18	17	57.986320	δ
4	1	7	1	10	0	2262	378	21	20	-1	
5	1	7	1	10	1	2262	378	21	20	44.209534	5
4	1	7	1	11	0	2262	399	21	21	-1	
5	1	7	1	11	1	2262	399	21	21	9.591949	πα]
