level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1933	3064	-1	
2	1	1	0	0	0	38	40	356	481	-1	
3	1	1	1	0	0	38	40	356	481	-1	
4	1	1	1	1	0	140	40	152	24	-1	
5	1	1	1	1	1	140	40	152	24	57.152512	ΓΕΩΡΠΤΣΙ
4	1	1	1	2	0	43	76	346	24	-1	
5	1	1	1	2	1	43	76	160	22	90.919922	ΔΙΜΗΝΙΑΙΑ
5	1	1	1	2	2	217	77	172	23	82.513641	ΕΦΗΜΕΡΙΔΑ
4	1	1	1	3	0	66	112	314	24	-1	
5	1	1	1	3	1	66	112	115	23	91.151062	ΟΡΓΑΝΟ
5	1	1	1	3	2	200	112	62	23	93.253250	ΤΩΝ
5	1	1	1	3	3	281	113	99	23	91.278664	ΑΠΑΝ-
4	1	1	1	4	0	41	147	353	24	-1	
5	1	1	1	4	1	41	147	101	23	90.486488	ΤΑΧΟΥ
5	1	1	1	4	2	156	148	238	23	39.507828	ΓΕΩΡΓΙΤΣΙΑΝΩΝ
4	1	1	1	5	0	41	182	353	26	-1	
5	1	1	1	5	1	41	182	138	24	62.875427	ΕΚΔΟΤΗΣ
5	1	1	1	5	2	195	184	199	24	82.599457	-ΔΙΡΥΘΥΝΤΗΣ
4	1	1	1	6	0	73	218	290	30	-1	
5	1	1	1	6	1	73	218	122	27	72.716278	Ὑπεύδυνος
5	1	1	1	6	2	214	220	55	22	92.055130	κατὰ
5	1	1	1	6	3	295	220	68	28	8.879051	ἈΝόμον
4	1	1	1	7	0	41	253	352	26	-1	
5	1	1	1	7	1	41	253	72	24	93.297516	ΚΩΝ.
5	1	1	1	7	2	130	255	27	23	76.713135	Η.
5	1	1	1	7	3	179	255	214	24	91.918854	ΠΑΝΝΑΚΑΚΗΣ
4	1	1	1	8	0	41	289	352	29	-1	
5	1	1	1	8	1	41	289	115	29	87.570938	Λυκούργου
5	1	1	1	8	2	173	291	28	22	22.119026	ο
5	1	1	1	8	3	217	304	30	4	60.132416	--
5	1	1	1	8	4	264	291	129	23	92.608154	ΣΠΑΡΤΗ
4	1	1	1	9	0	145	326	161	27	-1	
5	1	1	1	9	1	145	326	54	27	89.274467	Τηλ.
5	1	1	1	9	2	216	326	90	24	40.009224	28-9-16
4	1	1	1	10	0	64	361	307	31	-1	
5	1	1	1	10	1	64	361	118	26	86.358292	Ὑπεύθυνος
5	1	1	1	10	2	220	363	151	29	66.087463	Τυπογραφείου
4	1	1	1	11	0	73	398	288	20	-1	
5	1	1	1	11	1	73	398	83	18	91.983978	ΕΛΕΥΘ.
5	1	1	1	11	2	178	399	21	18	91.401398	Κ.
5	1	1	1	11	3	222	399	139	19	91.401398	ΝΙΚΟΛΑΡΟΣ
4	1	1	1	12	0	38	420	356	33	-1	
