level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2509	3530	-1	
2	1	1	0	0	0	0	18	2490	41	-1	
3	1	1	1	0	0	0	18	2490	41	-1	
4	1	1	1	1	0	0	18	2490	41	-1	
5	1	1	1	1	1	0	18	2490	41	95.000000	 
2	1	2	0	0	0	74	197	213	36	-1	
3	1	2	1	0	0	74	197	213	36	-1	
4	1	2	1	1	0	74	197	213	36	-1	
5	1	2	1	1	1	74	197	39	23	57.491425	Τ0
5	1	2	1	1	2	128	198	159	35	52.997223	ΤΕΘΡΤΙΤΣΙ.
2	1	3	0	0	0	79	240	90	6	-1	
3	1	3	1	0	0	79	240	90	6	-1	
4	1	3	1	1	0	79	240	90	6	-1	
5	1	3	1	1	1	79	240	90	6	95.000000	 
2	1	4	0	0	0	211	242	682	12	-1	
3	1	4	1	0	0	211	242	682	12	-1	
4	1	4	1	1	0	211	242	682	12	-1	
5	1	4	1	1	1	211	242	682	12	95.000000	 
2	1	5	0	0	0	117	287	623	49	-1	
3	1	5	1	0	0	117	287	623	49	-1	
4	1	5	1	1	0	117	287	623	49	-1	
5	1	5	1	1	1	117	287	104	41	91.757523	ΕΛΙΑ
5	1	5	1	1	2	252	302	11	26	80.025131	:
5	1	5	1	1	3	295	291	198	40	95.090950	ΔΥΝΑΜΗ
5	1	5	1	1	4	514	305	68	28	96.319321	και
5	1	5	1	1	5	614	295	126	41	96.319321	ΥΓΕΙΑ
2	1	6	0	0	0	139	375	631	82	-1	
3	1	6	1	0	0	139	375	631	61	-1	
4	1	6	1	1	0	163	375	607	35	-1	
5	1	6	1	1	1	163	375	88	19	37.470940	ΔΕΓΟΕ
5	1	6	1	1	2	262	376	61	18	83.275864	είναι
5	1	6	1	1	3	338	378	61	17	95.904015	αυτοί
5	1	6	1	1	4	412	383	41	13	94.746078	που
5	1	6	1	1	5	467	380	122	23	59.977985	γνωρίζουν
5	1	6	1	1	6	599	381	58	22	86.235863	πόσο
5	1	6	1	1	7	665	378	105	32	57.284912	οφέλαµη
4	1	6	1	2	0	139	408	451	49	-1	
5	1	6	1	2	1	139	409	59	19	86.893303	είναι
5	1	6	1	2	2	212	415	39	18	80.425545	γιο
5	1	6	1	2	3	263	416	40	13	95.450745	τον
5	1	6	1	2	4	314	408	126	49	0.000000	«ργανισμό
5	1	6	1	2	5	452	419	39	17	23.750374	µας
5	1	6	1	2	6	507	419	13	16	91.664902	η
5	1	6	1	2	7	534	415	56	19	72.515427	ελιό.
2	1	7	0	0	0	351	353	145	10	-1	
3	1	7	1	0	0	351	353	145	10	-1	
4	1	7	1	1	0	351	353	145	10	-1	
5	1	7	1	1	1	351	353	145	10	95.000000	 
2	1	8	0	0	0	56	463	719	383	-1	
3	1	8	1	0	0	161	463	347	26	-1	
4	1	8	1	1	0	161	463	347	26	-1	
5	1	8	1	1	1	161	473	25	4	54.285435	--
5	1	8	1	1	2	200	463	117	24	87.103836	Καθαρίζει
5	1	8	1	1	3	329	469	41	13	3.729523	τὲεν
5	1	8	1	1	4	381	467	127	22	4.766342	Φργανισµό.
3	1	8	2	0	0	66	497	709	235	-1	
4	1	8	2	1	0	92	497	683	28	-1	
5	1	8	2	1	1	92	497	18	18	69.900223	Ἡ
5	1	8	2	1	2	126	498	52	18	95.077499	ελιά
5	1	8	2	1	3	190	499	101	23	75.117760	περιέχει
5	1	8	2	1	4	305	501	97	22	38.589752	19-204)9
5	1	8	2	1	5	417	503	77	21	87.166130	φυσικό
5	1	8	2	1	6	510	503	57	19	94.942650	λάδι.
5	1	8	2	1	7	597	504	33	18	95.527946	Το
5	1	8	2	1	8	641	505	51	19	95.892578	λάδι
5	1	8	2	1	9	721	507	54	18	82.275154	αυτό
4	1	8	2	2	0	68	533	706	35	-1	
5	1	8	2	2	1	68	533	101	19	11.565262	«πλένενυ
5	1	8	2	2	2	178	539	27	14	84.102867	το
5	1	8	2	2	3	216	535	79	19	44.836521	συνιώτι
5	1	8	2	2	4	308	541	37	13	78.262901	παι
5	1	8	2	2	5	359	542	27	13	92.920586	το
5	1	8	2	2	6	396	537	68	22	17.990128	θοηθά
5	1	8	2	2	7	475	543	56	16	96.780006	στην
5	1	8	2	2	8	545	540	91	22	25.621628	έγκριση
5	1	8	2	2	9	651	546	38	18	93.292542	της
5	1	8	2	2	10	701	542	73	26	83.594650	χολής.
4	1	8	2	3	0	67	569	707	28	-1	
5	1	8	2	3	1	67	569	64	19	42.569458	Έΐναι
5	1	8	2	3	2	144	570	79	20	93.155006	λοιπόν
5	1	8	2	3	3	239	571	43	19	86.787704	ένοι
5	1	8	2	3	4	294	572	106	22	39.404839	ξχυµάσιο
5	1	8	2	3	5	415	574	141	22	39.704086	παθαριστικό
5	1	8	2	3	6	569	581	43	13	74.413002	πευ
5	1	8	2	3	7	623	577	97	19	47.715000	λιπαίΐνει
5	1	8	2	3	8	748	583	26	14	67.385223	το
4	1	8	2	4	0	66	605	708	31	-1	
5	1	8	2	4	1	66	605	126	23	61.937950	τειχώµοτα
5	1	8	2	4	2	205	611	45	14	93.284515	των
5	1	8	2	4	3	263	608	99	22	92.525238	εντέρων
5	1	8	2	4	4	374	610	65	22	95.408615	χωρίς
5	1	8	2	4	5	451	615	28	13	93.058762	να
5	1	8	2	4	6	491	611	107	22	49.680962	προχαλεί
5	1	8	2	4	7	611	613	107	23	69.932457	κολικούς,
5	1	8	2	4	8	735	614	39	18	15.115051	ιά
4	1	8	2	5	0	66	641	707	30	-1	
5	1	8	2	5	1	66	645	49	18	93.267281	τους
5	1	8	2	5	2	130	641	138	25	22.819038	διαόητυνούς
5	1	8	2	5	3	282	648	41	14	86.081703	και
5	1	8	2	5	4	337	648	48	19	93.275513	τους
5	1	8	2	5	5	398	646	118	23	23.760559	Ἠποτιμούς
5	1	8	2	5	6	533	647	61	18	12.241943	είναι
5	1	8	2	5	7	617	647	156	24	19.321022	οφελιώτατο
4	1	8	2	6	0	68	677	701	31	-1	
5	1	8	2	6	1	68	681	29	13	71.365608	να
5	1	8	2	6	2	108	677	109	22	81.798904	παίρνουν
5	1	8	2	6	3	230	678	42	18	93.267159	ένα
5	1	8	2	6	4	286	680	94	19	16.451828	χουπάλι
5	1	8	2	6	5	393	681	71	22	80.384796	αγνού
5	1	8	2	6	6	478	682	133	19	0.000000	ελαιόλαδου
5	1	8	2	6	7	625	684	55	19	7.844078	πάδε,
5	1	8	2	6	8	709	685	60	23	30.727470	πρωί,
4	1	8	2	7	0	66	713	108	19	-1	
5	1	8	2	7	1	66	713	108	19	29.205025	νηστιιοί..
3	1	8	3	0	0	56	748	390	58	-1	
4	1	8	3	1	0	94	748	352	24	-1	
5	1	8	3	1	1	94	757	25	5	65.131996	--
5	1	8	3	1	2	131	748	77	24	27.373215	Χπίξει
5	1	8	3	1	3	220	751	57	21	93.288048	γερά
5	1	8	3	1	4	292	751	104	19	28.382507	χόννκλο,
5	1	8	3	1	5	407	757	39	13	89.052879	παι
4	1	8	3	2	0	56	784	125	22	-1	
5	1	8	3	2	1	56	784	125	22	12.822350	Ἱτερηδόναο..
3	1	8	4	0	0	92	819	679	27	-1	
4	1	8	4	1	0	92	819	679	27	-1	
5	1	8	4	1	1	92	819	82	21	89.352257	Ἐπειδή
5	1	8	4	1	2	189	821	58	18	93.251411	είναι
5	1	8	4	1	3	261	822	91	18	94.553818	πλούσια
5	1	8	4	1	4	367	828	24	13	96.418785	σε
5	1	8	4	1	5	405	824	95	22	60.843006	θιταμίνι
5	1	8	4	1	6	513	825	25	21	86.922501	Ὁ,
5	1	8	4	1	7	553	831	17	15	69.531250	ῃ.
5	1	8	4	1	8	582	826	50	18	96.355362	ελιά
5	1	8	4	1	9	646	828	125	18	54.364685	συνιστάται
2	1	9	0	0	0	473	754	293	27	-1	
3	1	9	1	0	0	473	754	293	27	-1	
4	1	9	1	1	0	473	754	293	27	-1	
5	1	9	1	1	1	473	754	147	22	93.290611	προφυλάσσει
5	1	9	1	1	2	652	755	44	19	83.632416	από
5	1	9	1	1	3	721	761	45	20	83.196533	την
2	1	10	0	0	0	59	857	714	489	-1	
3	1	10	1	0	0	61	857	712	164	-1	
4	1	10	1	1	0	62	857	710	29	-1	
5	1	10	1	1	1	62	859	41	14	83.679993	στα
5	1	10	1	1	2	114	857	110	21	38.315605	ραχητικά
5	1	10	1	1	3	236	857	84	23	63.846291	παιδιά͵
