level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2488	3591	-1	
2	1	1	0	0	0	5	30	1512	6	-1	
3	1	1	1	0	0	5	30	1512	6	-1	
4	1	1	1	1	0	5	30	1512	6	-1	
5	1	1	1	1	1	5	30	1512	6	95.000000	 
2	1	2	0	0	0	143	163	235	8	-1	
3	1	2	1	0	0	143	163	235	8	-1	
4	1	2	1	1	0	143	163	235	8	-1	
5	1	2	1	1	1	143	163	235	8	95.000000	 
2	1	3	0	0	0	207	193	564	132	-1	
3	1	3	1	0	0	207	193	564	132	-1	
4	1	3	1	1	0	225	193	528	72	-1	
5	1	3	1	1	1	225	213	41	40	44.977066	ἩΗ
5	1	3	1	1	2	284	214	162	49	82.434631	µεγόλη
5	1	3	1	1	3	461	193	292	72	63.375652	φυσιογνωμία
4	1	3	1	2	0	207	272	564	53	-1	
5	1	3	1	2	1	207	275	74	38	93.298271	τοῦ
5	1	3	1	2	2	309	272	112	41	88.208755	᾿Ηλία
5	1	3	1	2	3	444	274	327	51	89.750626	Γκορτσολόγου
2	1	4	0	0	0	109	360	732	1450	-1	
3	1	4	1	0	0	278	360	425	29	-1	
4	1	4	1	1	0	278	360	425	29	-1	
5	1	4	1	1	1	278	360	106	27	90.796066	(πρώην
5	1	4	1	1	2	404	360	139	28	69.063492	«Δημάρχου
5	1	4	1	1	3	564	361	139	28	47.263523	Σπάρτης)
3	1	4	2	0	0	129	395	711	275	-1	
4	1	4	2	1	0	160	395	680	26	-1	
5	1	4	2	1	1	160	395	137	23	61.099998	Φεωρήσαμε
5	1	4	2	1	2	312	395	114	24	30.713577	ἀνανκαῖο
5	1	4	2	1	3	438	396	31	20	90.751198	νά
5	1	4	2	1	4	486	396	102	23	41.498028	γράφοµε
5	1	4	2	1	5	602	397	55	22	82.156227	λίγα
5	1	4	2	1	6	670	396	68	24	73.944489	λόγιοι
5	1	4	2	1	7	766	397	74	24	30.509087	ἀκόμα
4	1	4	2	2	0	129	430	711	27	-1	
5	1	4	2	2	1	129	430	40	23	81.739700	γιά
5	1	4	2	2	2	181	430	41	18	92.507767	τόν
5	1	4	2	2	3	235	431	123	22	81.270287	ἀείμνηστο
5	1	4	2	2	4	373	432	66	20	28.499344	Ἠλίο
5	1	4	2	2	5	449	432	162	22	68.791641	Γκορτσολόνο,
5	1	4	2	2	6	628	432	77	23	92.214317	πρώην
5	1	4	2	2	7	734	432	106	25	74.239609	Δήμαρχο
4	1	4	2	3	0	129	466	710	26	-1	
5	1	4	2	3	1	129	466	108	23	19.485352	Σπάρτης,
5	1	4	2	3	2	249	466	37	23	70.784325	ὄχι
5	1	4	2	3	3	298	466	57	26	83.389801	µόνο
5	1	4	2	3	4	364	467	61	22	91.392456	γιατί
5	1	4	2	3	5	436	467	83	24	88.771614	ὑπῆρξε
5	1	4	2	3	6	528	468	41	22	86.817329	µιά
5	1	4	2	3	7	581	468	106	22	93.283081	φωτεινή,
5	1	4	2	3	8	698	468	141	24	54.710091	σιερίλοµπρη
4	1	4	2	4	0	129	502	711	25	-1	
5	1	4	2	4	1	129	502	157	25	54.306213	φυσιογνωµίο,
5	1	4	2	4	2	299	502	43	19	95.009689	πού
5	1	4	2	4	3	359	503	39	22	95.394684	γιά
5	1	4	2	4	4	412	503	75	19	95.394684	πολλά
5	1	4	2	4	5	500	503	82	22	91.526031	χρόνια
5	1	4	2	4	6	601	503	108	21	91.526031	ἐδέσποσε
5	1	4	2	4	7	726	504	41	19	72.844658	στό
5	1	4	2	4	8	780	504	60	23	96.108292	χώρο
4	1	4	2	5	0	130	537	710	26	-1	
5	1	4	2	5	1	130	537	38	23	95.648315	τῆς
