level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2496	3607	-1	
2	1	1	0	0	0	0	32	2452	13	-1	
3	1	1	1	0	0	0	32	2452	13	-1	
4	1	1	1	1	0	0	32	2452	13	-1	
5	1	1	1	1	1	0	32	2452	13	95.000000	 
2	1	2	0	0	0	0	916	162	31	-1	
3	1	2	1	0	0	0	916	162	31	-1	
4	1	2	1	1	0	0	916	162	31	-1	
5	1	2	1	1	1	0	916	162	31	95.000000	  
2	1	3	0	0	0	0	1813	775	61	-1	
3	1	3	1	0	0	0	1813	775	61	-1	
4	1	3	1	1	0	0	1813	775	61	-1	
5	1	3	1	1	1	0	1816	144	52	0.000000	ο)
5	1	3	1	1	2	127	1813	47	61	12.267853	δε.
5	1	3	1	1	3	189	1817	46	27	0.000000	ἀπάρ
5	1	3	1	1	4	250	1813	41	61	0.000000	σθν
5	1	3	1	1	5	306	1813	71	61	14.595680	ἀκδαρι
5	1	3	1	1	6	397	1813	37	61	26.878410	αἲς
5	1	3	1	1	7	448	1813	327	61	0.000000	«Ελορίακ«ααιωσῆς.ραρ».
2	1	4	0	0	0	251	218	335	68	-1	
3	1	4	1	0	0	251	218	335	68	-1	
4	1	4	1	1	0	251	218	335	68	-1	
5	1	4	1	1	1	251	218	335	68	0.000000	Εηφίόματα
2	1	5	0	0	0	48	329	727	809	-1	
3	1	5	1	0	0	66	329	709	134	-1	
4	1	5	1	1	0	239	329	368	24	-1	
5	1	5	1	1	1	239	325	18	32	52.218433	Ξ-
5	1	5	1	1	2	271	329	92	22	95.678093	Συνέχεια
5	1	5	1	1	3	376	329	39	18	92.631256	ἀπό
5	1	5	1	1	4	426	329	35	22	96.986099	τήν
5	1	5	1	1	5	478	330	19	23	47.698601	Τη
5	1	5	1	1	6	510	330	67	17	93.205856	σελίδα
5	1	5	1	1	7	590	337	17	6	92.489265	--
4	1	5	1	2	0	66	341	709	69	-1	
5	1	5	1	2	1	66	341	110	66	0.000000	Σὔνλευμον
5	1	5	1	2	2	191	362	34	23	56.897278	καὶ
5	1	5	1	2	3	238	363	35	26	96.034012	τήν
5	1	5	1	2	4	291	362	109	43	38.464565	ἰδιαιτέραν
5	1	5	1	2	5	412	372	40	34	87.058571	μας
5	1	5	1	2	6	461	359	98	51	76.334152	Πατρίδα
5	1	5	1	2	7	572	364	34	23	25.317169	καί
5	1	5	1	2	8	620	366	114	27	85.167763	ἀπεφάσισε,
5	1	5	1	2	9	749	372	26	15	26.800316	νά
4	1	5	1	3	0	67	398	708	31	-1	
5	1	5	1	3	1	67	396	54	25	26.902756	τόπιν
