level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2623	3568	-1	
2	1	1	0	0	0	76	2686	124	15	-1	
3	1	1	1	0	0	76	2686	124	15	-1	
4	1	1	1	1	0	76	2686	124	15	-1	
5	1	1	1	1	1	76	2686	124	15	95.000000	 
2	1	2	0	0	0	76	0	923	62	-1	
3	1	2	1	0	0	76	0	923	62	-1	
4	1	2	1	1	0	76	0	923	62	-1	
5	1	2	1	1	1	76	0	923	62	95.000000	 
2	1	3	0	0	0	251	156	122	18	-1	
3	1	3	1	0	0	251	156	122	18	-1	
4	1	3	1	1	0	251	156	122	18	-1	
5	1	3	1	1	1	251	156	122	18	64.525101	ΓΕΩΡΠΙΤΣΙ
2	1	4	0	0	0	995	0	1463	24	-1	
3	1	4	1	0	0	995	0	1463	24	-1	
4	1	4	1	1	0	995	0	1463	24	-1	
5	1	4	1	1	1	995	0	1463	24	95.000000	 
2	1	5	0	0	0	2259	150	134	19	-1	
3	1	5	1	0	0	2259	150	134	19	-1	
4	1	5	1	1	0	2259	150	134	19	-1	
5	1	5	1	1	1	2259	150	71	19	77.325340	Σελίδα
5	1	5	1	1	2	2341	151	14	17	5.577774	ἆ
5	1	5	1	1	3	2369	160	24	4	68.007797	---
2	1	6	0	0	0	268	174	2165	42	-1	
3	1	6	1	0	0	268	174	2165	42	-1	
4	1	6	1	1	0	268	174	2165	42	-1	
5	1	6	1	1	1	268	174	2165	42	95.000000	 
2	1	7	0	0	0	215	244	759	1209	-1	
3	1	7	1	0	0	331	244	429	10	-1	
4	1	7	1	1	0	331	244	429	10	-1	
5	1	7	1	1	1	331	244	5	10	0.000000	.
5	1	7	1	1	2	557	244	7	10	59.257896	΄
5	1	7	1	1	3	626	244	5	10	0.000000	µ
3	1	7	2	0	0	288	245	674	60	-1	
4	1	7	2	1	0	288	245	674	60	-1	
5	1	7	2	1	1	288	245	193	47	96.286026	Σύσκεψη
5	1	7	2	1	2	504	256	64	37	96.548744	γιά
5	1	7	2	1	3	590	257	77	27	88.343826	τήν
5	1	7	2	1	4	686	256	217	37	92.439888	ἀνέγερση
5	1	7	2	1	5	959	246	3	59	96.493111	|
3	1	7	3	0	0	247	306	716	57	-1	
4	1	7	3	1	0	304	310	454	21	-1	
5	1	7	3	1	1	304	318	14	6	89.209343	-
5	1	7	3	1	2	344	310	10	21	0.000000	ΙΙ
5	1	7	3	1	3	529	310	18	21	16.100090	--
5	1	7	3	1	4	615	315	24	9	30.661606	΄-
5	1	7	3	1	5	751	314	7	10	21.858398	ή
4	1	7	3	2	0	247	306	716	57	-1	
5	1	7	3	2	1	247	327	73	35	93.302414	τοῦ
5	1	7	3	2	2	333	326	143	37	92.840477	ἠρώου
5	1	7	3	2	3	498	327	84	27	92.194458	τῶν
5	1	7	3	2	4	601	326	253	37	92.194458	ἀεροπόρων
5	1	7	3	2	5	874	306	89	57	18.765808	µας!
3	1	7	4	0	0	215	401	751	382	-1	
4	1	7	4	1	0	268	401	696	28	-1	
5	1	7	4	1	1	268	401	48	22	93.746658	Γιά
5	1	7	4	1	2	331	402	46	27	91.154770	τήν
5	1	7	4	1	3	395	401	138	28	59.749924	ὁὑλοποίηση
5	1	7	4	1	4	550	403	47	26	93.300522	τῆς
5	1	7	4	1	5	613	401	140	28	91.824280	ἀνέγερσης
5	1	7	4	1	6	768	403	43	19	91.340721	τοῦ
5	1	7	4	1	7	846	401	103	28	14.531006	"Ηρώου
5	1	7	4	1	8	959	407	5	9	29.186554	}
4	1	7	4	2	0	241	436	707	29	-1	
5	1	7	4	2	1	241	438	51	20	87.419968	τῶν
5	1	7	4	2	2	309	437	146	28	89.587646	ἀεροπόρων
5	1	7	4	2	3	466	445	58	19	93.300461	µας,
5	1	7	4	2	4	540	436	194	28	45.128475	εἰδοποιήθηκαν
5	1	7	4	2	5	753	436	47	22	66.135361	ἀπό
5	1	7	4	2	6	813	437	43	21	93.301903	τόν
5	1	7	4	2	7	873	436	75	22	92.429878	συντά
4	1	7	4	3	0	242	472	707	27	-1	
5	1	7	4	3	1	242	480	49	19	69.909409	πτη
5	1	7	4	3	2	300	480	50	19	94.194710	µας
5	1	7	4	3	3	360	473	32	21	93.303581	τά
5	1	7	4	3	4	404	472	149	27	59.584118	διαµένοντα
5	1	7	4	3	5	564	472	61	27	93.240967	στήν
5	1	7	4	3	6	638	472	6	10	91.199158	᾿
5	1	7	4	3	7	648	472	89	27	85.987427	Αθήνα
5	1	7	4	3	8	747	472	61	27	87.705513	µέλη
5	1	7	4	3	9	823	474	48	25	93.257362	τῆς
5	1	7	4	3	10	880	472	69	21	6.510132	"Ἔπι-
4	1	7	4	4	0	242	486	724	69	-1	
5	1	7	4	4	1	242	509	95	26	90.487106	τροπῆς
5	1	7	4	4	2	350	508	43	21	72.334557	καί
5	1	7	4	4	3	407	503	196	50	51.511612	συνανκήθηριαν
5	1	7	4	4	4	615	508	55	27	83.532059	στίς
5	1	7	4	4	5	690	507	123	30	55.282669	16-1-84
5	1	7	4	4	6	831	507	61	27	36.035652	στήν
5	1	7	4	4	7	908	486	58	69	0.000000	ᾱἳ|
4	1	7	4	5	0	242	542	723	44	-1	
5	1	7	4	5	1	242	542	46	28	36.914806	γλη
5	1	7	4	5	2	301	544	43	20	93.288300	τοῦ
5	1	7	4	5	3	356	542	121	27	89.819130	Ζαπείου,
5	1	7	4	5	4	490	542	49	22	91.177498	ὑπό
5	1	7	4	5	5	549	542	48	28	95.942795	τήν
5	1	7	4	5	6	608	542	121	28	96.190529	προεδρία
5	1	7	4	5	7	741	544	43	19	92.915848	τοῦ
5	1	7	4	5	8	799	542	6	10	46.655228	᾿
5	1	7	4	5	9	808	542	142	28	74.083664	Αντιναυάρ
5	1	7	4	5	10	960	556	5	30	65.951767	ἱ
4	1	7	4	6	0	215	578	734	28	-1	
5	1	7	4	6	1	215	581	74	25	0.000000	{.χου
5	1	7	4	6	2	300	578	6	10	74.301048	᾿
5	1	7	4	6	3	308	578	185	27	74.301048	Αναθεωρηποῦ
5	1	7	4	6	4	507	587	24	12	40.172783	κ.
5	1	7	4	6	5	543	578	110	28	93.279015	Χρίστου
5	1	7	4	6	6	667	578	110	23	52.649899	Ππιέλοια
5	1	7	4	6	7	789	578	24	22	92.854446	οἳ
5	1	7	4	6	8	823	586	55	13	86.478371	κ.κ.
5	1	7	4	6	9	894	578	55	22	86.251762	Σπύ
4	1	7	4	7	0	219	613	731	29	-1	
5	1	7	4	7	1	219	621	68	20	0.000000	Ἔτρος
5	1	7	4	7	2	303	614	58	21	26.465698	Ηλ.
5	1	7	4	7	3	378	613	144	28	91.167450	Γιάνναρης
5	1	7	4	7	4	551	614	6	9	41.920315	᾿
5	1	7	4	7	5	560	614	217	28	67.733467	Αντισµήναρχος,
5	1	7	4	7	6	811	613	7	10	33.914284	᾽
5	1	7	4	7	7	821	613	129	28	94.389267	Αντώνιος
4	1	7	4	8	0	244	649	704	28	-1	
5	1	7	4	8	1	244	649	57	22	21.205299	Απ.
5	1	7	4	8	2	319	645	14	37	52.430443	᾿᾽
5	1	7	4	8	3	328	649	199	27	92.732903	Αντωνόπουλος
5	1	7	4	8	4	542	649	208	28	44.304878	Συµθολαι)φος,
5	1	7	4	8	5	768	649	33	21	19.226318	Κ.
5	1	7	4	8	6	821	649	34	22	90.855309	Η.
5	1	7	4	8	7	876	649	72	22	88.540634	Γιαν-
4	1	7	4	9	0	242	682	707	30	-1	
5	1	7	4	9	1	242	685	116	27	69.255409	νακάκης
5	1	7	4	9	2	374	684	107	28	49.643307	ἑκδότης
5	1	7	4	9	3	492	686	48	26	93.270279	τῆς
5	1	7	4	9	4	558	682	157	30	92.325546	ἐφημερίδας
5	1	7	4	9	5	729	692	59	19	95.843681	µας,
5	1	7	4	9	6	807	685	43	20	72.130234	καὶ
5	1	7	4	9	7	867	684	82	28	30.978142	Δημή-
4	1	7	4	10	0	241	719	708	29	-1	
5	1	7	4	10	1	241	728	70	19	91.383797	τριος
5	1	7	4	10	2	323	720	31	21	85.926689	Γ.
5	1	7	4	10	3	370	720	120	27	82.785431	Γκλέκας
5	1	7	4	10	4	505	720	133	28	91.164162	συντ)χος,
5	1	7	4	10	5	654	720	43	21	57.556404	καὶ
5	1	7	4	10	6	711	719	146	28	82.065033	συξήτησαν
5	1	7	4	10	7	873	720	31	21	93.296799	τά
5	1	7	4	10	8	927	720	22	21	90.734261	ἕ-
4	1	7	4	11	0	244	756	169	27	-1	
5	1	7	4	11	1	244	756	47	27	91.880501	ξῆς
5	1	7	4	11	2	312	756	101	27	93.270859	θέµατα:
3	1	7	5	0	0	273	807	551	30	-1	
4	1	7	5	1	0	273	807	551	30	-1	
5	1	7	5	1	1	273	809	30	28	92.195229	α)
5	1	7	5	1	2	317	808	53	28	91.150017	Τὴν
5	1	7	5	1	3	382	809	104	28	90.159599	ἔγκριση
5	1	7	5	1	4	496	810	43	20	93.292946	τοῦ
5	1	7	5	1	5	550	808	102	29	92.215210	σχεδὶου
5	1	7	5	1	6	663	810	43	20	93.228264	τοῦ
5	1	7	5	1	7	720	807	104	29	22.516388	᾿Ἡρώου
3	1	7	6	0	0	274	844	502	28	-1	
4	1	7	6	1	0	274	844	502	28	-1	
5	1	7	6	1	1	274	844	29	28	84.215210	ϐ)
5	1	7	6	1	2	314	844	55	27	90.589928	Τὴν
5	1	7	6	1	3	377	844	140	27	26.621063	προμὴθεια
5	1	7	6	1	4	526	846	45	19	96.879997	τοῦ
5	1	7	6	1	5	580	844	137	28	0.000000	μαρμάρου.
5	1	7	6	1	6	733	844	43	21	62.072880	καὶ
3	1	7	7	0	0	240	879	709	96	-1	
4	1	7	7	1	0	269	879	680	27	-1	
5	1	7	7	1	1	269	880	29	26	88.860329	7)
5	1	7	7	1	2	314	879	49	21	91.603706	Τὸν
5	1	7	7	1	3	378	879	134	27	87.587021	καθορισμὸ
5	1	7	7	1	4	522	881	49	25	93.303284	τῆς
5	1	7	7	1	5	584	880	158	25	89.652908	τοποθεσὶας.
5	1	7	7	1	6	757	879	33	20	76.344490	Εἰ
5	1	7	7	1	7	804	879	104	21	92.077385	δυνατὸν
5	1	7	7	1	8	922	879	27	21	93.752594	δὲ
4	1	7	7	2	0	244	913	704	52	-1	
5	1	7	7	2	1	244	914	44	27	5.489288	εἡν
5	1	7	7	2	2	304	914	79	27	91.984344	ἄμεση
5	1	7	7	2	3	396	913	148	52	69.519218	προμήθεια
5	1	7	7	2	4	549	914	43	21	41.341179	καὶ
5	1	7	7	2	5	606	914	106	27	29.786018	στήσιμο
5	1	7	7	2	6	746	914	74	35	81.965363	στὴν
5	1	7	7	2	7	835	914	113	26	35.718536	δρισειωκὴ
4	1	7	7	3	0	240	948	125	27	-1	
5	1	7	7	3	1	240	956	45	13	96.134613	του
5	1	7	7	3	2	293	948	72	27	92.221893	θέση.
3	1	7	8	0	0	239	1000	735	453	-1	
4	1	7	8	1	0	270	1000	678	30	-1	
5	1	7	8	1	1	270	1000	35	30	67.048851	1)
5	1	7	8	1	2	318	1000	49	22	94.601089	Γιά
5	1	7	8	1	3	378	1001	27	21	96.162514	τὸ
5	1	7	8	1	4	422	1000	84	27	93.299805	σχέδιο
5	1	7	8	1	5	523	1000	52	22	92.095352	ὅλοι
5	1	7	8	1	6	589	1002	164	26	80.646416	συμφωνοῦν,
5	1	7	8	1	7	767	1000	30	21	96.213837	νά
5	1	7	8	1	8	812	1000	65	27	93.216125	γίνει
5	1	7	8	1	9	888	1009	60	18	86.777710	µονο
4	1	7	8	2	0	241	1035	707	29	-1	
5	1	7	8	2	1	241	1037	112	26	41.660423	κὀµµατη
5	1	7	8	2	2	368	1035	148	28	73.404938	ἐπιθλητωιὴ
5	1	7	8	2	3	534	1036	98	28	27.353195	φυσιωκὴ
5	1	7	8	2	4	663	1036	140	27	37.357922	µμαρμἀρινη
5	1	7	8	2	5	833	1036	78	28	79.688728	στήλη
5	1	7	8	2	6	923	1036	25	21	83.386314	ὃ-
4	1	7	8	3	0	241	1070	708	29	-1	
5	1	7	8	3	1	241	1079	68	20	45.080185	Ψους
5	1	7	8	3	2	323	1071	37	28	78.418427	δµ
5	1	7	8	3	3	372	1071	23	22	84.439865	Χ
5	1	7	8	3	4	411	1071	34	27	80.255180	1µ
5	1	7	8	3	5	456	1071	62	28	86.481812	στὴν
5	1	7	8	3	6	531	1071	74	22	56.632095	ὁποὶα
5	1	7	8	3	7	615	1072	31	21	93.302887	νά
5	1	7	8	3	8	659	1070	149	28	90.394585	ἐπικάθηται
5	1	7	8	3	9	821	1070	128	29	0.000000	δρειχἀλνι
4	1	7	8	4	0	241	1106	708	29	-1	
5	1	7	8	4	1	241	1114	44	20	70.109055	νος
5	1	7	8	4	2	297	1106	74	29	91.005035	ἀετὸς
5	1	7	8	4	3	383	1106	48	23	75.801468	ποὺ
5	1	7	8	4	4	444	1108	49	26	91.585587	μᾶς
5	1	7	8	4	5	504	1106	143	29	45.878998	προσφέρει
5	1	7	8	4	6	658	1107	29	22	93.291336	τὸ
5	1	7	8	4	7	697	1106	130	28	84.166603	Πολεμικὸ
5	1	7	8	4	8	836	1106	113	23	42.669533	Ἰουσεῖο
4	1	7	8	5	0	241	1142	707	28	-1	
5	1	7	8	5	1	241	1142	44	21	0.000000	Μαἱ
5	1	7	8	5	2	296	1142	61	27	96.318108	στήν
5	1	7	8	5	3	366	1142	118	28	0.000000	πρόσοψη
5	1	7	8	5	4	497	1144	48	25	95.500298	τῆς
5	1	7	8	5	5	557	1142	95	28	95.855759	στήλης
5	1	7	8	5	6	664	1143	32	21	93.161514	νά
5	1	7	8	5	7	704	1142	137	26	85.901413	λαξευτοῦν
5	1	7	8	5	8	855	1142	93	28	89.002983	ἀνάγλυ
4	1	7	8	6	0	240	1177	708	28	-1	
5	1	7	8	6	1	240	1186	53	18	81.599922	Φες
5	1	7	8	6	2	306	1177	23	22	89.877716	οἳ
5	1	7	8	6	3	342	1177	101	28	25.974495	μορφές
5	1	7	8	6	4	454	1178	53	21	93.297760	τῶν
5	1	7	8	6	5	523	1177	6	10	46.529598	)
5	1	7	8	6	6	532	1178	153	27	49.393852	Αεροπὀρων
5	1	7	8	6	7	696	1185	59	20	93.631073	µας.
5	1	7	8	6	8	772	1177	132	22	4.000008	Αλλωστε
5	1	7	8	6	9	917	1178	31	21	91.651344	εἷ-
4	1	7	8	7	0	240	1212	722	29	-1	
5	1	7	8	7	1	240	1220	41	14	93.296951	ναι
5	1	7	8	7	2	296	1212	222	28	67.467941	πολυσυξητηµένο
5	1	7	8	7	3	529	1213	28	21	92.600258	πὸ
5	1	7	8	7	4	572	1212	89	28	96.148613	σχέδιο
5	1	7	8	7	5	673	1213	61	21	95.912003	αὐτὸ
5	1	7	8	7	6	748	1213	48	21	93.288002	ποὺ
5	1	7	8	7	7	811	1212	137	29	86.837914	σχεδιὰστη
5	1	7	8	7	8	955	1215	7	20	55.523254	|
4	1	7	8	8	0	240	1248	708	27	-1	
5	1	7	8	8	1	240	1256	31	13	59.949303	κε
5	1	7	8	8	2	286	1248	47	22	92.069832	ἀπὸ
5	1	7	8	8	3	346	1248	105	27	61.617146	Γλύπτη
5	1	7	8	8	4	467	1250	44	19	93.299835	τοῦ
5	1	7	8	8	5	526	1248	145	27	30.458008	Πολεμιιοῦ
5	1	7	8	8	6	699	1248	141	26	0.000000	Μουσείου,
5	1	7	8	8	7	857	1248	53	21	92.675331	ὅλοι
5	1	7	8	8	8	921	1248	27	21	94.573868	δέ
4	1	7	8	9	0	239	1282	708	29	-1	
5	1	7	8	9	1	239	1282	24	22	93.116310	οἳ
5	1	7	8	9	2	275	1284	108	27	86.986801	γνωστοὶ
5	1	7	8	9	3	397	1289	50	22	93.297592	µας
5	1	7	8	9	4	458	1283	178	28	44.780430	ἀρχιτέκτονες
5	1	7	8	9	5	650	1284	43	21	87.887077	καὶ
5	1	7	8	9	6	707	1283	102	28	92.809944	ἰδιῶπες
5	1	7	8	9	7	821	1284	49	21	93.176506	ποὺ
5	1	7	8	9	8	885	1284	62	27	85.282127	ζητὴ
4	1	7	8	10	0	239	1318	722	34	-1	
5	1	7	8	10	1	239	1320	64	26	86.869186	θηκε
5	1	7	8	10	2	316	1318	16	28	23.718277	ἡ
5	1	7	8	10	3	348	1319	87	27	60.792389	γνώµη
5	1	7	8	10	4	447	1326	61	20	96.109131	τους
5	1	7	8	10	5	518	1318	47	22	93.164062	δέν
5	1	7	8	10	6	576	1319	97	28	91.457603	ἔφεραν
5	1	7	8	10	7	685	1318	138	28	43.506584	ἀντεὶρρηση
5	1	7	8	10	8	838	1320	110	26	60.474049	στηριξὸ-
5	1	7	8	10	9	958	1346	3	6	96.415764	|
4	1	7	8	11	0	239	1354	708	28	-1	
5	1	7	8	11	1	239	1361	70	21	84.369644	µενοί
5	1	7	8	11	2	320	1354	43	22	92.671150	καὶ
5	1	7	8	11	3	376	1354	45	21	93.301857	στὸ
5	1	7	8	11	4	433	1354	114	27	91.357895	γεγονὸς,
5	1	7	8	11	5	562	1354	38	22	93.294411	ὅτι
5	1	7	8	11	6	615	1354	22	22	92.849022	οἳ
5	1	7	8	11	7	652	1354	144	28	58.052071	᾿Επιτελεῖς
5	1	7	8	11	8	810	1356	44	19	93.275620	τοῦ
5	1	7	8	11	9	868	1354	79	22	50.325947	1Τολε-
4	1	7	8	12	0	239	1389	735	29	-1	
5	1	7	8	12	1	239	1391	74	25	55.189358	μικοῦ
5	1	7	8	12	2	328	1390	131	21	45.648975	Ἰουσεῖου
5	1	7	8	12	3	478	1389	130	32	41.836506	ἐνέκριναν
5	1	7	8	12	4	626	1390	43	21	71.437492	καὶ
5	1	7	8	12	5	686	1390	188	27	72.377144	τοποθετήθηκε
5	1	7	8	12	6	903	1390	45	21	87.476540	«στὸ
5	1	7	8	12	7	971	1400	3	5	43.561142	|.
4	1	7	8	13	0	241	1425	327	28	-1	
5	1	7	8	13	1	241	1425	91	22	66.668640	Γύθειο
5	1	7	8	13	2	341	1425	120	28	39.415306	παρόμοιο
5	1	7	8	13	3	472	1425	96	28	25.860764	᾿Ηρῶο.
2	1	8	0	0	0	959	417	5	68	-1	
3	1	8	1	0	0	959	417	5	68	-1	
4	1	8	1	1	0	959	417	5	68	-1	
5	1	8	1	1	1	959	417	5	68	95.000000	 
2	1	9	0	0	0	239	1479	709	136	-1	
3	1	9	1	0	0	239	1479	709	136	-1	
4	1	9	1	1	0	269	1479	679	29	-1	
5	1	9	1	1	1	269	1479	36	28	68.898468	32)
5	1	9	1	1	2	318	1479	35	22	18.493233	Ἡ
5	1	9	1	1	3	363	1479	141	29	48.833351	προµῆθεια
5	1	9	1	1	4	514	1480	32	21	96.027237	νὰ
5	1	9	1	1	5	558	1480	65	28	95.302353	γίνει
5	1	9	1	1	6	634	1480	56	22	76.759109	κατ’
5	1	9	1	1	7	707	1480	101	22	88.754074	εὐθείαν
5	1	9	1	1	8	821	1480	47	22	93.299400	ἀπὸ
5	1	9	1	1	9	879	1481	69	22	28.685059	«ατο
4	1	9	1	2	0	239	1515	709	32	-1	
5	1	9	1	2	1	239	1517	55	25	89.499466	μεῖο
5	1	9	1	2	2	304	1516	48	21	80.165657	ποὺ
5	1	9	1	2	3	368	1515	88	28	80.030670	θγὰδει
5	1	9	1	2	4	469	1515	77	32	90.102959	Άευνιὸ
5	1	9	1	2	5	558	1516	114	28	81.074188	μάρμαρο
5	1	9	1	2	6	688	1516	43	21	95.414108	καὶ
5	1	9	1	2	7	743	1516	49	21	95.414108	ποὺ
5	1	9	1	2	8	808	1516	30	21	93.097717	θὰ
5	1	9	1	2	9	851	1519	51	28	93.097717	μᾶς
5	1	9	1	2	10	916	1517	32	21	28.903564	κἀ
4	1	9	1	3	0	240	1550	708	29	-1	
5	1	9	1	3	1	240	1556	39	15	45.270493	νει
5	1	9	1	3	2	287	1551	48	27	96.946808	τὴν
5	1	9	1	3	3	349	1550	124	28	91.794724	καλύτερη
5	1	9	1	3	4	487	1551	142	28	90.483192	προσφορὰ.
5	1	9	1	3	5	646	1551	41	22	87.186859	Νὰ
5	1	9	1	3	6	700	1551	128	28	48.652542	σροθοῦμε
5	1	9	1	3	7	844	1551	29	22	96.668648	δέ
5	1	9	1	3	8	887	1552	61	27	96.382812	στὴν
4	1	9	1	4	0	242	1585	454	30	-1	
5	1	9	1	4	1	242	1585	105	28	48.175873	ἐξδρυξὴ
5	1	9	1	4	2	360	1594	43	14	95.719856	του
5	1	9	1	4	3	414	1586	27	21	96.969772	τὸ
5	1	9	1	4	4	450	1587	123	28	46.735016	ταχύτερο
5	1	9	1	4	5	582	1586	114	23	90.616600	δυνατὸν.
2	1	10	0	0	0	235	1638	725	880	-1	
3	1	10	1	0	0	235	1638	725	486	-1	
4	1	10	1	1	0	268	1638	679	30	-1	
5	1	10	1	1	1	268	1638	36	29	31.576340	ϐ)
5	1	10	1	1	2	320	1639	49	22	96.696632	Γιά
5	1	10	1	1	3	381	1640	44	21	66.310654	τὸν
5	1	10	1	1	4	440	1639	134	29	90.533066	καθορισμὸ
5	1	10	1	1	5	588	1642	47	25	93.297287	τῆς
5	1	10	1	1	6	648	1640	176	27	37.041588	τοποθσεσὶας,
