level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2530	3538	-1	
2	1	1	0	0	0	55	1781	288	22	-1	
3	1	1	1	0	0	55	1781	288	22	-1	
4	1	1	1	1	0	55	1781	288	22	-1	
5	1	1	1	1	1	55	1783	34	16	28.569633	νι
5	1	1	1	1	2	95	1781	76	22	79.983765	φέρει
5	1	1	1	1	3	176	1786	38	12	0.000000	τοι
5	1	1	1	1	4	227	1787	39	15	48.210419	γιο
5	1	1	1	1	5	281	1784	62	19	0.000000	ους:
2	1	2	0	0	0	460	22	2000	10	-1	
3	1	2	1	0	0	460	22	2000	10	-1	
4	1	2	1	1	0	460	22	2000	10	-1	
5	1	2	1	1	1	460	22	2000	10	95.000000	 
2	1	3	0	0	0	70	197	152	26	-1	
3	1	3	1	0	0	70	197	152	26	-1	
4	1	3	1	1	0	70	197	152	26	-1	
5	1	3	1	1	1	70	197	152	26	12.683884	ΤΕΩΡΕΤΤΣΓ
2	1	4	0	0	0	72	236	455	10	-1	
3	1	4	1	0	0	72	236	455	10	-1	
4	1	4	1	1	0	72	236	455	10	-1	
5	1	4	1	1	1	72	236	455	10	95.000000	 
2	1	5	0	0	0	152	285	546	50	-1	
3	1	5	1	0	0	152	285	546	50	-1	
4	1	5	1	1	0	152	285	546	50	-1	
5	1	5	1	1	1	152	285	166	49	95.458771	Δωρεές
5	1	5	1	1	2	338	298	79	28	96.032288	στο
5	1	5	1	1	3	437	286	261	49	4.630524	Γηροκομείο
2	1	6	0	0	0	64	372	724	589	-1	
3	1	6	1	0	0	66	372	712	167	-1	
4	1	6	1	1	0	74	372	703	23	-1	
5	1	6	1	1	1	74	380	39	13	27.731339	ο
5	1	6	1	1	2	127	372	17	17	81.036537	Ἡ
5	1	6	1	1	3	157	376	21	13	88.968544	κ.
5	1	6	1	1	4	191	372	176	18	26.404030	ΑΤΗΑΝΑΘΕΑ
