level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2287	3281	-1	
2	1	1	0	0	0	56	17	176	18	-1	
3	1	1	1	0	0	56	17	176	18	-1	
4	1	1	1	1	0	56	17	176	18	-1	
5	1	1	1	1	1	56	17	176	18	24.453903	«ΓΕΚΟΡΓΙΤΣΙ»
2	1	2	0	0	0	1974	15	132	15	-1	
3	1	2	1	0	0	1974	15	132	15	-1	
4	1	2	1	1	0	1974	15	132	15	-1	
5	1	2	1	1	1	1974	15	82	15	27.091263	21ελίδα
5	1	2	1	1	2	2067	15	39	15	0.000000	ὕ-...
2	1	3	0	0	0	49	39	2147	37	-1	
3	1	3	1	0	0	49	39	2147	37	-1	
4	1	3	1	1	0	49	39	2147	37	-1	
5	1	3	1	1	1	49	39	2147	37	95.000000	 
2	1	4	0	0	0	39	106	697	68	-1	
3	1	4	1	0	0	39	106	697	68	-1	
4	1	4	1	1	0	39	106	697	68	-1	
5	1	4	1	1	1	39	107	38	57	92.366394	Ἡ
5	1	4	1	1	2	92	106	236	59	1.566040	ἐκππίβειπῃ
5	1	4	1	1	3	342	107	71	67	50.949177	πβὴ
5	1	4	1	1	4	427	107	59	57	85.116211	Κάί
5	1	4	1	1	5	502	106	96	67	0.000000	Ιετή
5	1	4	1	1	6	614	106	45	57	82.591843	τή
5	1	4	1	1	7	677	106	59	57	3.792191	2/
2	1	5	0	0	0	33	195	736	349	-1	
3	1	5	1	0	0	171	195	598	41	-1	
4	1	5	1	1	0	171	195	598	41	-1	
5	1	5	1	1	1	171	212	45	17	84.779175	Τοῦ
5	1	5	1	1	2	226	212	131	22	82.017784	ἀείμνηστου
5	1	5	1	1	3	367	211	79	18	78.611717	ΓΕΩΡ.
5	1	5	1	1	4	458	211	148	18	71.681992	Δ.ΤΕΔΕΚΑ
5	1	5	1	1	5	766	195	3	41	84.525009	|
3	1	5	2	0	0	767	247	2	9	-1	
4	1	5	2	1	0	767	247	2	9	-1	
5	1	5	2	1	1	767	247	2	9	13.469177	'
3	1	5	3	0	0	33	257	736	287	-1	
4	1	5	3	1	0	359	257	410	35	-1	
5	1	5	3	1	1	359	265	49	21	63.004738	Φον
5	1	5	3	1	2	767	257	2	35	73.871971	|
4	1	5	3	2	0	58	300	681	28	-1	
5	1	5	3	2	1	58	302	37	20	42.000992	Τά
5	1	5	3	2	2	108	301	130	27	43.520630	µαθήµατα
5	1	5	3	2	3	253	302	101	26	86.117447	ἄρχιξαν
5	1	5	3	2	4	367	301	61	21	93.251526	πολύ
5	1	5	3	2	5	441	301	74	27	33.072655	πρωῖ,
5	1	5	3	2	6	531	301	69	27	89.917633	ὅπως
5	1	5	3	2	7	610	300	129	28	81.067886	µαθαίνου-
4	1	5	3	3	0	33	336	707	28	-1	
5	1	5	3	3	1	33	345	29	19	92.739952	µε
5	1	5	3	3	2	84	337	45	21	92.505836	ἀπό
5	1	5	3	3	3	146	337	144	27	48.465046	ἅγιολογ:κά
5	1	5	3	3	4	304	337	100	27	14.571541	πείµενα
5	1	5	3	3	5	423	337	39	26	93.244705	γιά
5	1	5	3	3	6	479	337	84	26	87.716415	ἱερούς
5	1	5	3	3	7	580	336	119	27	26.502449	Ανδρες,
5	1	5	3	3	8	718	336	22	21	75.964722	οἳ
4	1	5	3	4	0	35	372	704	28	-1	
